"","sub","item","cond","seq","trial_type","trial_start","trial_end","target_word_n","target_word","target_changed","Dis_on_t","Dis_off_t","boundary","DC_start_t","DC_end_t","boundary_t","boundarycond","Display_time","Display_lat","sacc_start_t","sacc_end_t","sacc_dur","sacc_start_x","sacc_end_x","sacc_ampl","peak_vel","avg_vel","blink","blink_dur","fix_start_t","fix_end_t","fix_dur","question","corrAns","key_resp","RT_q","accuracy","corr_sacc","jhook"
"85",3,77,"identical",85,"exp_1",3603906,3608244,5,"gri","identical",3604439,3606809,"436",3605525,3605532,3605523,"identical",6.425,2,3605506,3605527,21,374.5,445.8,1.76111,151.905,79.3206818181818,"NO",NA,3605528,3605920,392,"Yes","RIGHT","left",1110.517,0,NA,NA
"86",3,56,"ben",86,"exp_1",3611416,3616864,7,"kez","ben",3612239,3616550,"738",3614277,3614287,3614275,"fix",9.838,2,3614589,3614613,24,750.8,827,1.88214,135.85,75.088,"NO",NA,3614278,3614588,310,"No",NA,NA,NA,NA,"Yes",NA
"87",3,41,"identical",87,"exp_1",3618680,3623509,4,"ter","identical",3619263,3623190,"376",3620535,3620544,3620533,"identical",8.701,2,3620519,3620547,28,324.3,447.6,3.04551,226.005,104.889827586207,"NO",NA,3620548,3620921,373,"No",NA,NA,NA,NA,NA,NA
"88",3,39,"identical",88,"exp_1",3625431,3632229,4,"kar","identical",3625987,3630117,"388",3627633,3627639,3627630,"identical",5.695,3,3627627,3627649,22,381.8,463.8,2.0254,161.785,86.3426086956522,"NO",NA,3627650,3628186,536,"Yes","LEFT","left",1789.714,1,NA,NA
"89",3,37,"identical",89,"exp_1",3634475,3637290,4,"fes","identical",3635122,3636968,"449",3636327,3636336,3636325,"identical",8.694,2,3636317,3636339,22,429.5,508.6,1.95377,158.08,83.2819565217391,"NO",NA,3636340,3636772,432,"No",NA,NA,NA,NA,NA,NA
"90",3,18,"ben",90,"exp_1",3639235,3643917,5,"fal","bir",3639765,3643603,"472",3640759,3640766,3640757,"fix",6.561,2,3641066,3641074,8,468.3,452,0.40261,70.3949999999999,41.1666666666667,"NO",NA,3641734,3642031,297,"No",NA,NA,NA,NA,"Yes",NA
"91",3,43,"identical",91,"exp_1",3645820,3651079,7,"zor","identical",3646952,3650766,"497",3648641,3648649,3648642,"identical",8.122,-1,3648986,3649006,20,496.6,554,1.41778,165.490000000001,68.160238095238,"NO",NA,3649007,3649259,252,"No",NA,NA,NA,NA,NA,NA
"92",3,109,"identical",92,"exp_2",3744797,3750926,7,"?ok","identical",3745805,3749937,"653",3747249,3747256,3747247,"identical",7.19,2,3747230,3747253,23,587.4,677.3,2.22053,180.31,91.5958333333333,"NO",NA,3747254,3747458,204,"Yes","LEFT","left",651.122,1,NA,NA
"93",3,98,"ben",93,"exp_2",3752973,3756695,7,"?t?","bir",3753392,3756369,"748",3754967,3754973,3754965,"sacc",5.51,2,3754946,3754969,23,675.5,761,2.11185,160.55,86.7072916666667,"NO",NA,3754970,3755333,363,"No",NA,NA,NA,NA,"Yes",NA
"94",3,160,"ben",94,"exp_2",3758702,3762289,5,"kez","ben",3759153,3761962,"389",3759918,3759924,3759916,"sacc",6.156,2,3759899,3759919,20,325.6,395.4,1.72406,153.14,80.2161904761905,"NO",NA,3759920,3760144,224,"No",NA,NA,NA,NA,"Yes",NA
"95",3,131,"identical",95,"exp_2",3764192,3767466,6,"hap","identical",3764629,3767130,"483",3765666,3765672,3765665,"identical",5.808,1,3765653,3765676,23,443,528.2,2.10444,142.025,86.3985416666667,"NO",NA,3765677,3766077,400,"No",NA,NA,NA,NA,NA,NA
"96",3,126,"ben",96,"exp_2",3769421,3773678,5,"buz","ben",3770523,3773344,"557",3771534,3771541,3771532,"sacc",6.614,2,3771516,3771539,23,494,579.7,2.11679,203.775,87.530625,"NO",NA,3771540,3771919,379,"No",NA,NA,NA,NA,"Yes",NA
"97",3,150,"ben",97,"exp_2",3775696,3779571,5,"kez","ben",3776254,3779247,"472",3777150,3777160,3777149,"fix",9.297,1,3777510,3777527,17,472.9,516.1,1.06704,87.6850000000003,56.8786111111111,"NO",NA,3777528,3777793,265,"No",NA,NA,NA,NA,"Yes",NA
"98",3,134,"ben",98,"exp_2",3781603,3786116,7,"eve","ben",3782194,3784982,"663",3783550,3783558,3783548,"sacc",7.918,2,3783534,3783559,25,601.6,718.7,2.89237,203.775,112.4325,"NO",NA,3783560,3783888,328,"Yes","LEFT","left",798.648,1,"Yes",NA
"99",3,82,"ben",99,"exp_2",3788755,3795061,6,"s?t","bir",3789381,3792734,"496",3790586,3790595,3790585,"sacc",8.621,1,3790581,3790601,20,491.9,570.5,1.94142,196.365,91.3311904761905,"NO",NA,3790602,3790758,156,"Yes","LEFT","left",1989.707,1,"Yes",NA
"100",3,85,"identical",100,"exp_2",3797110,3800672,6,"iyi","identical",3797661,3800339,"531",3798912,3798921,3798910,"identical",8.37,2,3798895,3798923,28,472.6,597.3,3.08009,190.190000000001,104.84724137931,"NO",NA,3798924,3799073,149,"No",NA,NA,NA,NA,NA,NA
"101",3,93,"identical",101,"exp_2",3802622,3806908,4,"hep","identical",3803084,3806573,"435",3804510,3804519,3804509,"identical",8.18,1,3804498,3804527,29,404.8,542.5,3.40119,224.77,112.549666666667,"NO",NA,3804528,3804780,252,"No",NA,NA,NA,NA,NA,NA
"102",3,128,"ben",102,"exp_2",3808799,3816843,6,"?ok","ben",3809357,3812021,"617",3810587,3810596,3810585,"sacc",8.596,2,3810566,3810591,25,521.8,639.2,2.89978,207.479999999999,110.5325,"NO",NA,3810592,3810956,364,"Yes","RIGHT","left",4489.514,0,"Yes",NA
"103",3,127,"identical",103,"exp_2",3818616,3822796,5,"ucu","identical",3819389,3821890,"533",3820365,3820373,3820363,"identical",7.758,2,3820639,3820663,24,522.7,643.1,2.97388,232.179999999999,116.6828,"NO",NA,3820664,3820901,237,"Yes","LEFT","left",573.499,1,NA,NA
"104",3,139,"identical",104,"exp_2",3825666,3828448,6,"?ok","identical",3826204,3828122,"533",3827048,3827055,3827046,"identical",7.042,2,3827032,3827059,27,490.9,589.4,2.43295,165.490000000001,86.3617857142857,"NO",NA,3827060,3827262,202,"No",NA,NA,NA,NA,NA,NA
"105",3,95,"identical",105,"exp_2",3830426,3834234,5,"zil","identical",3831544,3833910,"497",3832745,3832753,3832743,"identical",8.058,2,3832736,3832755,19,481.7,543.9,1.53634,135.85,75.64375,"NO",NA,3832756,3832917,161,"No",NA,NA,NA,NA,NA,NA
"106",3,135,"identical",106,"exp_2",3836125,3839122,6,"tuz","identical",3836682,3838788,"508",3837577,3837584,3837575,"identical",6.208,2,3837875,3837903,28,500.5,615.8,2.84791,227.24,97.8205172413793,"NO",NA,3837904,3838060,156,"No",NA,NA,NA,NA,NA,NA
"107",3,88,"ben",107,"exp_2",3841036,3846648,5,"ada","bir",3841771,3846322,"509",3843328,3843336,3843327,"sacc",7.296,1,3843320,3843341,21,496.1,580.3,2.07974,159.315,92.3443181818182,"NO",NA,3843342,3843675,333,"No",NA,NA,NA,NA,"Yes",NA
"108",3,123,"identical",108,"exp_2",3848580,3852595,6,"eve","identical",3849075,3852253,"534",3850745,3850752,3850742,"identical",6.659,3,3850728,3850756,28,473,597.3,3.07021,213.654999999999,104.975,"NO",NA,3850757,3850979,222,"No",NA,NA,NA,NA,NA,NA
"109",3,149,"identical",109,"exp_2",3854805,3860787,6,"ilk","identical",3855323,3859016,"545",3856798,3856804,3856796,"identical",6.124,2,3856779,3856801,22,474.8,551.8,1.9019,158.079999999999,82.2080434782608,"NO",NA,3856802,3857039,237,"Yes","RIGHT","left",1439.999,0,NA,NA
"110",3,156,"ben",110,"exp_2",3863815,3867218,5,"yem","ben",3864308,3866889,"568",3865233,3865243,3865231,"fix",9.324,2,3865648,3865670,22,569.3,642.3,1.8031,172.9,77.0532608695652,"NO",NA,3865230,3865647,417,"No",NA,NA,NA,NA,"Yes",NA
"111",3,122,"ben",111,"exp_2",3869175,3872553,8,"?ok","ben",3869727,3872222,"665",3870949,3870957,3870947,"sacc",7.979,2,3870926,3870952,26,549.9,675,3.08997,244.530000000001,112.659444444444,"NO",NA,3870953,3871251,298,"No",NA,NA,NA,NA,"Yes",NA
"112",3,99,"identical",112,"exp_2",3874530,3878061,6,"zor","identical",3875558,3877736,"472",3876410,3876417,3876648,"identical",7.024,-238,3876646,3876666,20,469.2,548.3,1.95377,181.545,89.2728571428571,"NO",NA,3876667,3876813,146,"No",NA,NA,NA,NA,NA,NA
"113",3,103,"identical",113,"exp_2",3879861,3882546,4,"kek","identical",3880401,3882223,"448",3881236,3881243,3881234,"identical",6.911,2,3881229,3881256,27,439.9,547.1,2.64784,164.255,94.6539285714286,"NO",NA,3881257,3881482,225,"No",NA,NA,NA,NA,NA,NA
"114",3,144,"ben",114,"exp_2",3884663,3889791,11,"?ut","ben",3885715,3889467,"906",3887688,3887696,3887685,"sacc",7.736,3,3887666,3887690,24,825.4,921.9,2.38355,177.84,94.8973999999999,"NO",NA,3887691,3888165,474,"No",NA,NA,NA,NA,"Yes",NA
"115",3,107,"identical",115,"exp_2",3891698,3895585,5,"tok","identical",3892205,3894550,"448",3893072,3893081,3893070,"identical",8.947,2,3893051,3893075,24,374.1,461,2.14643,164.255,85.0174,"NO",NA,3893076,3893310,234,"Yes","RIGHT","left",703.24,0,NA,NA
"116",3,121,"identical",116,"exp_2",3898828,3905656,9,"toz","identical",3899947,3904459,"723",3901575,3901582,3901573,"identical",6.525,2,3901734,3901756,22,736.6,817.1,1.98835,151.905000000001,86.3426086956521,"NO",NA,3901575,3901733,158,"Yes","LEFT","left",866.058,1,NA,NA
"117",3,112,"ben",117,"exp_2",3907616,3910975,7,"top","bir",3908189,3910651,"568",3909564,3909570,3909563,"sacc",5.249,1,3909554,3909580,26,551.9,655.7,2.56386,180.31,94.8205555555556,"NO",NA,3909581,3909795,214,"No",NA,NA,NA,NA,"Yes",NA
"118",3,114,"ben",118,"exp_2",3913124,3917862,9,"kin","bir",3914104,3917540,"724",3915704,3915714,3915701,"fix",9.709,3,3916152,3916178,26,735,855.8,2.98376,226.005000000001,110.280925925926,"NO",NA,3915700,3916151,451,"No",NA,NA,NA,NA,"Yes",NA
"119",3,91,"identical",119,"exp_2",3920309,3923692,5,"k?f","identical",3921149,3923361,"485",3922200,3922209,3922197,"identical",8.251,3,3922184,3922202,18,444.5,495.7,1.26464,103.74,63.83,"NO",NA,3922203,3922383,180,"No",NA,NA,NA,NA,NA,NA
"120",3,152,"ben",120,"exp_2",3925565,3930200,3,"a??","ben",3926063,3928941,"294",3926996,3927006,3926993,"sacc",9.214,3,3926991,3927015,24,289.4,380.8,2.25758,184.015,88.8706,"NO",NA,3927016,3927079,63,"Yes","LEFT","left",925.283,1,"Yes",NA
"121",3,100,"ben",121,"exp_2",3932169,3939070,5,"buz","bir",3932645,3938746,"508",3936529,3936537,3936528,"sacc",7.412,1,3936521,3936541,20,495.8,570.9,1.85497,185.25,86.8028571428571,"NO",NA,3936542,3936950,408,"No",NA,NA,NA,NA,"Yes",NA
"122",3,140,"ben",122,"exp_2",3941147,3945423,8,"pes","ben",3941776,3945099,"773",3944041,3944049,3944039,"sacc",7.583,2,3944018,3944051,33,644.3,832.4,4.64607,258.115,135.995294117647,"NO",NA,3944052,3944423,371,"No",NA,NA,NA,NA,"Yes",NA
"123",3,106,"ben",123,"exp_2",3947416,3953687,5,"?ok","bir",3949713,3953356,"605",3951218,3951228,3951216,"sacc",9.294,2,3951199,3951225,26,521.3,632,2.73429,191.425,101.361481481481,"NO",NA,3951226,3951544,318,"No",NA,NA,NA,NA,"Yes",NA
"124",3,154,"ben",124,"exp_2",3955643,3959448,7,"mum","ben",3956229,3959118,"593",3957520,3957526,3957517,"sacc",5.309,3,3957504,3957529,25,546.7,640.6,2.31933,176.604999999999,90.6775,"NO",NA,3957530,3957797,267,"No",NA,NA,NA,NA,"Yes",NA
"125",3,97,"identical",125,"exp_2",3961375,3967741,5,"jet","identical",3961839,3966443,"497",3963078,3963086,3963076,"identical",7.983,2,3963067,3963093,26,479.2,596.9,2.90719,240.825,107.262037037037,"NO",NA,3963094,3963294,200,"Yes","LEFT","left",964.053,1,NA,NA
"126",3,113,"identical",126,"exp_2",3969606,3973246,4,"hi?","identical",3970515,3972916,"399",3971425,3971433,3971423,"identical",7.622,2,3971414,3971438,24,377.1,470.4,2.30451,167.96,91.0936,"NO",NA,3971439,3971703,264,"No",NA,NA,NA,NA,NA,NA
"127",3,101,"identical",127,"exp_2",3975162,3979741,5,"tat","identical",3975775,3978109,"364",3976914,3976922,3976913,"identical",7.8,1,3976904,3976923,19,341.3,404.7,1.56598,143.26,77.311,"NO",NA,3976924,3977163,239,"Yes","RIGHT","left",1295.275,0,NA,NA
"128",3,124,"ben",128,"exp_2",3982106,3988536,5,"hep","ben",3983091,3988206,"532",3985333,3985340,3985331,"fix",6.201,2,3985354,3985372,18,530.7,589.4,1.44989,155.609999999999,73.5149999999999,"NO",NA,3985373,3985658,285,"No",NA,NA,NA,NA,"Yes",NA
"129",3,92,"ben",129,"exp_2",3990596,3995989,4,"k??","bir",3991634,3995661,"496",3993261,3993269,3993258,"sacc",7.663,3,3993241,3993262,21,431.8,505.4,1.81792,150.67,82.8572727272727,"NO",NA,3993263,3993362,99,"No",NA,NA,NA,NA,"Yes",NA
"130",3,158,"ben",130,"exp_2",3998004,4002600,4,"evi","ben",3998700,4002267,"435",3999914,3999922,3999912,"fix",7.695,2,4000107,4000127,20,437.6,503.2,1.62032,117.325,75.5702380952381,"NO",NA,3999914,4000106,192,"No",NA,NA,NA,NA,"Yes",NA
"131",3,136,"ben",131,"exp_2",4005613,4010237,7,"pis","ben",4006137,4009903,"604",4008030,4008039,4008028,"sacc",8.953,2,4008018,4008046,28,570.6,690.4,2.95906,186.484999999999,100.588620689655,"NO",NA,4008047,4008436,389,"No",NA,NA,NA,NA,"Yes",NA
"132",3,147,"identical",132,"exp_2",4012174,4018821,7,"dar","identical",4013416,4018493,"653",4016999,4017007,4017002,"identical",7.968,-3,4017282,4017306,24,652,755,2.5441,184.015000000001,99.6398,"NO",NA,4016995,4017281,286,"No",NA,NA,NA,NA,NA,NA
"133",3,86,"ben",133,"exp_2",4020760,4026044,3,"dut","bir",4021333,4024552,"377",4021948,4021954,4021947,"fix",5.715,1,4022388,4022414,26,356.6,465.6,2.6923,171.665,97.6107407407407,"NO",NA,4022415,4022724,309,"Yes","RIGHT","left",1152.571,0,"Yes",NA
"134",3,108,"ben",134,"exp_2",4027989,4032296,6,"ara","bir",4028620,4031961,"651",4030057,4030063,4030055,"sacc",5.742,2,4030041,4030065,24,596.1,698.7,2.53422,209.95,100.1832,"NO",NA,4030066,4030282,216,"No",NA,NA,NA,NA,"Yes",NA
"135",3,145,"identical",135,"exp_2",4034321,4044107,5,"iyi","identical",4035356,4039987,"496",4036607,4036616,4036605,"identical",8.688,2,4036595,4036618,23,469,556.9,2.17113,151.904999999999,90.1035416666666,"NO",NA,4036619,4036775,156,"Yes","LEFT","left",3786.014,1,NA,NA
"136",3,155,"identical",136,"exp_2",4046444,4168477,5,"tur","identical",4166032,4168156,"376",4166532,4166540,4166531,"identical",8.065,1,4166509,4166534,25,274.1,384.8,2.73429,187.72,103.9775,"NO",NA,4166535,4166628,93,"No",NA,NA,NA,NA,NA,NA
"137",3,105,"identical",137,"exp_2",4170601,4175214,5,"hi?","identical",4171216,4173517,"508",4172293,4172301,4172291,"identical",7.44,2,4172282,4172312,30,487.1,618.7,3.25052,196.365,104.337580645161,"NO",NA,4172313,4172509,196,"Yes","RIGHT","left",1367.12,0,NA,NA
"138",3,84,"ben",138,"exp_2",4177081,4181975,6,"sis","bir",4177686,4179924,"520",4178623,4178633,4178621,"sacc",9.303,2,4178603,4178635,32,433.9,605.1,4.22864,245.765000000001,127.167575757576,"NO",NA,4178636,4178938,302,"Yes","LEFT","left",1721.226,1,"Yes",NA
"139",3,118,"ben",139,"exp_2",4189698,4191707,6,"iyi","bir",4190195,4191372,"567",4190813,4190821,4190811,"sacc",7.384,2,4190791,4190850,59,399.8,1047.7,16.00313,460.655000000001,266.615916666667,"NO",NA,4190851,4191003,152,"No",NA,NA,NA,NA,"Yes",NA
"140",3,115,"identical",140,"exp_2",4193665,4198710,6,"t?y","identical",4194250,4197552,"533",4195600,4195609,4195598,"identical",9.063,2,4195592,4195614,22,523.5,603.5,1.976,143.26,84.2484782608695,"NO",NA,4195615,4195921,306,"Yes","LEFT","left",820.096,1,NA,NA
"141",3,157,"identical",141,"exp_2",4201732,4206796,8,"ge?","identical",4202342,4205796,"832",4204480,4204490,4204478,"identical",9.372,2,4204693,4204715,22,834.9,916.5,2.01552,146.965,86.6647826086956,"NO",NA,4204716,4204941,225,"Yes","RIGHT","left",659.06,0,NA,NA
"142",3,137,"identical",142,"exp_2",4208806,4213555,7,"ku?","identical",4209629,4213229,"580",4211399,4211406,4211398,"identical",6.291,1,4211390,4211412,22,567.6,624,1.39308,123.5,59.8169565217391,"NO",NA,4211413,4211653,240,"No",NA,NA,NA,NA,NA,NA
"143",3,87,"identical",143,"exp_2",4217496,4224868,5,"sis","identical",4221195,4223860,"424",4222183,4222192,4222181,"identical",9.01,2,4222171,4222192,21,394.4,469.6,1.85744,144.495,85.3326190476191,"NO",NA,4222193,4222512,319,"Yes","LEFT","left",676.547,1,NA,NA
"144",3,117,"identical",144,"exp_2",4226842,4231655,7,"?ok","identical",4227857,4231329,"724",4229580,4229588,4229578,"identical",7.453,2,4229572,4229595,23,708.3,783.4,1.85497,122.265,75.3350000000001,"NO",NA,4229596,4229855,259,"No",NA,NA,NA,NA,NA,NA
"145",3,129,"identical",145,"exp_2",4233575,4237393,5,"kan","identical",4234552,4237065,"520",4235615,4235624,4235613,"identical",8.05,2,4235878,4235904,26,517.3,640.6,3.04551,198.835,111.195740740741,"NO",NA,4235905,4236102,197,"No",NA,NA,NA,NA,NA,NA
"146",3,111,"identical",146,"exp_2",4239164,4247082,5,"g??","identical",4242569,4244278,"496",4243827,4243832,4243825,"identical",4.927,2,4243818,4243835,17,483.3,533.1,1.23006,112.385,66.3469444444444,"NO",NA,4243836,4243970,134,"Yes","LEFT","left",2462.111,1,NA,NA
"147",3,94,"ben",147,"exp_2",4249015,4256940,4,"t?p","bir",4252792,4256618,"424",4254080,4254089,4254078,"sacc",9.107,2,4254072,4254093,21,414.9,491.6,1.89449,140.79,84.9343181818182,"NO",NA,4254094,4254232,138,"No",NA,NA,NA,NA,"Yes",NA
"148",3,141,"identical",148,"exp_2",4259090,4267106,9,"f?n","identical",4259666,4265229,"904",4261875,4261885,4261873,"identical",9.913,2,4261858,4261879,21,854,920.6,1.64502,140.79,73.8754545454546,"NO",NA,4261880,4262118,238,"Yes","RIGHT","left",1537.431,0,NA,NA
"149",3,132,"ben",149,"exp_2",4268952,4273172,6,"sos","ben",4269677,4272189,"450",4270724,4270732,4270723,"sacc",8.113,1,4270709,4270725,16,408.3,452.4,1.08927,106.21,62.3311764705882,"NO",NA,4270726,4270927,201,"Yes","LEFT","left",652.855,1,"Yes",NA
"150",3,116,"ben",150,"exp_2",4274937,4280428,3,"zil","bir",4276030,4279617,"377",4276939,4276948,4276938,"sacc",8.245,1,4276932,4276949,17,364.6,411,1.14608,108.68,62.2302777777777,"NO",NA,4276950,4277387,437,"Yes","LEFT","left",473.13,1,"Yes",NA
"151",3,120,"ben",151,"exp_2",4283098,4287539,7,"sel","bir",4284005,4287206,"557",4285403,4285411,4285401,"fix",7.572,2,4285828,4285850,22,537.3,616.7,1.96118,154.375,83.8189130434783,"NO",NA,4285851,4286080,229,"No",NA,NA,NA,NA,"Yes",NA
"152",3,130,"ben",152,"exp_2",4289443,4294325,4,"sa?","ben",4289932,4293997,"376",4292087,4292093,4292084,"sacc",5.715,3,4292081,4292096,15,370.7,408.9,0.94354,83.9800000000001,55.8065625,"NO",NA,4292097,4292344,247,"No",NA,NA,NA,NA,"Yes",NA
"153",3,110,"ben",153,"exp_2",4297308,4301835,8,"?ok","bir",4297883,4301510,"677",4299469,4299476,4299467,"sacc",6.839,2,4299452,4299473,21,625.2,700.3,1.85497,154.375,83.3063636363636,"NO",NA,4299474,4299771,297,"No",NA,NA,NA,NA,"Yes",NA
"154",3,143,"identical",154,"exp_2",4304653,4309054,4,"cam","identical",4305299,4308727,"423",4306090,4306100,4306087,"identical",9.714,3,4306323,4306345,22,438.6,531,2.28228,163.020000000001,98.1019565217391,"NO",NA,4306090,4306322,232,"No",NA,NA,NA,NA,NA,NA
"155",3,148,"ben",155,"exp_2",4311095,4315918,8,"du?","ben",4311594,4315587,"616",4312697,4312703,4312696,"sacc",5.363,1,4312680,4312714,34,542.2,705.8,4.04092,206.245000000001,114.925571428571,"NO",NA,4312715,4313160,445,"No",NA,NA,NA,NA,"Yes",NA
"156",3,102,"ben",156,"exp_2",4318008,4322463,5,"eve","bir",4318530,4322129,"484",4319900,4319907,4319898,"sacc",6.176,2,4319892,4319913,21,472.3,552.6,1.98341,155.61,88.2463636363636,"NO",NA,4319914,4320263,349,"No",NA,NA,NA,NA,"Yes",NA
"157",3,96,"ben",157,"exp_2",4325209,4329672,9,"?ok","bir",4326014,4329348,"713",4327898,4327907,4327896,"sacc",8.577,2,4327888,4327912,24,692.8,796.3,2.55645,188.954999999999,100.9736,"NO",NA,4327913,4328100,187,"No",NA,NA,NA,NA,"Yes",NA
"158",3,119,"identical",158,"exp_2",4331818,4336833,8,"ge?","identical",4332387,4335897,"711",4334649,4334656,4334648,"identical",6.632,1,4334822,4334847,25,711.4,804,2.28722,164.254999999999,87.0199999999999,"NO",NA,4334642,4334821,179,"Yes","RIGHT","left",604.436,0,NA,NA
"159",3,138,"ben",159,"exp_2",4338868,4342260,4,"pul","ben",4339516,4341934,"413",4340335,4340341,4340333,"sacc",5.854,2,4340313,4340336,23,333.2,423,2.21806,177.84,91.4929166666667,"NO",NA,4340337,4340624,287,"No",NA,NA,NA,NA,"Yes",NA
"160",3,146,"ben",160,"exp_2",4344532,4348824,10,"ile","ben",4345167,4348494,"858",4346727,4346736,4346725,"sacc",8.418,2,4346718,4346741,23,841.8,941.6,2.46506,165.49,100.858333333333,"NO",NA,4346742,4347069,327,"No",NA,NA,NA,NA,"Yes",NA
"161",3,142,"ben",161,"exp_2",4351173,4357794,5,"muz","ben",4354640,4357466,"425",4355356,4355366,4355354,"fix",9.512,2,4355744,4355762,18,431.3,488.7,1.41778,112.385,71.955,"NO",NA,4355351,4355743,392,"No",NA,NA,NA,NA,"Yes",NA
"162",3,151,"identical",162,"exp_2",4359822,4371000,7,"?ok","identical",4365185,4368546,"571",4366897,4366903,4366896,"identical",5.985,1,4366878,4366906,28,481.7,617.4,3.35179,243.295000000001,115.323448275862,"NO",NA,4366907,4367066,159,"Yes","LEFT","left",2109.771,1,NA,NA
"163",3,133,"identical",163,"exp_2",4374777,4380904,6,"toz","identical",4375267,4379419,"604",4376747,4376756,4376745,"identical",8.482,2,4376730,4376756,26,541.7,651.6,2.71453,180.31,102.6475,"NO",NA,4376757,4377005,248,"Yes","LEFT","left",1145.33,1,NA,NA
"164",3,90,"ben",164,"exp_2",4382786,4387015,6,"f?n","bir",4383371,4385932,"568",4384764,4384773,4384761,"sacc",8.443,3,4384746,4384770,24,518.5,606.2,2.16619,159.315,83.9800000000001,"NO",NA,4384771,4385151,380,"Yes","RIGHT","left",742.832,0,"Yes",NA
"165",3,104,"ben",165,"exp_2",4388928,4393282,5,"?ok","bir",4389232,4392381,"447",4390205,4390212,4390204,"fix",6.711,1,4390660,4390676,16,454.3,500.7,1.14608,104.975,65.455,"NO",NA,4390205,4390659,454,"Yes","RIGHT","left",567.186,0,"Yes",NA
"166",3,159,"identical",166,"exp_2",4395263,4399968,7,"ya?","identical",4395676,4398650,"605",4396952,4396961,4396949,"identical",8.809,3,4396936,4396960,24,549.1,645.2,2.37367,198.834999999999,95.0455999999999,"NO",NA,4396961,4397260,299,"Yes","LEFT","left",986.969,1,NA,NA
"167",3,153,"identical",167,"exp_2",4401970,4406388,8,"top","identical",4402513,4405344,"797",4403974,4403981,4403973,"identical",6.557,1,4404172,4404192,20,798.8,875.2,1.88708,143.259999999999,89.3904761904762,"NO",NA,4403969,4404171,202,"Yes","LEFT","left",709.17,1,NA,NA
"168",3,83,"identical",168,"exp_2",4408392,4412484,6,"mor","identical",4408895,4412153,"605",4410988,4410997,4410986,"identical",8.67,2,4410965,4410991,26,519.7,617.7,2.4206,179.075,89.3316666666666,"NO",NA,4410992,4411149,157,"No",NA,NA,NA,NA,NA,NA
"169",3,89,"identical",169,"exp_2",4414271,4416786,3,"dil","identical",4414872,4416455,"376",4415804,4415811,4415802,"identical",6.23,2,4415794,4415815,21,353,423.7,1.74629,124.735,77.8611363636364,"NO",NA,4415816,4416004,188,"No",NA,NA,NA,NA,NA,NA
