"","sub","item","cond","seq","trial_type","trial_start","trial_end","target_word_n","target_word","target_changed","Dis_on_t","Dis_off_t","boundary","DC_start_t","DC_end_t","boundary_t","boundarycond","Display_time","Display_lat","sacc_start_t","sacc_end_t","sacc_dur","sacc_start_x","sacc_end_x","sacc_ampl","peak_vel","avg_vel","blink","blink_dur","fix_start_t","fix_end_t","fix_dur","question","corrAns","key_resp","RT_q","accuracy","corr_sacc","jhook"
"170",3,125,"identical",170,"exp_2",4420208,4425156,7,"hi?","identical",4421071,4424824,"581",4422970,4422977,4422969,"identical",6.316,1,4422953,4422974,21,523,596.5,1.81545,130.91,81.9029545454545,"NO",NA,4422975,4423210,235,"No",NA,NA,NA,NA,NA,NA
"171",3,231,"identical",171,"exp_3",4711787,4718401,8,"zor","identical",4712299,4714502,"725",4713925,4713934,4713923,"identical",8.749,2,4713917,4713937,20,713.8,768.4,1.34862,124.735,61.3971428571429,"NO",NA,4713938,4714208,270,"Yes","RIGHT","left",3554.838,0,NA,NA
"172",3,191,"identical",172,"exp_3",4720408,4724236,8,"ac?","identical",4721421,4723901,"665",4722448,4722456,4722445,"identical",7.339,3,4722663,4722696,33,665.9,809,3.53457,185.25,102.977205882353,"NO",NA,4722447,4722662,215,"No",NA,NA,NA,NA,NA,NA
"173",3,206,"ben",173,"exp_3",4726284,4730458,5,"g?n","ben",4727282,4730114,"399",4728360,4728366,4728358,"fix",5.889,2,4728663,4728672,9,400.6,383.1,0.43225,77.8050000000001,40.508,"NO",NA,4728358,4728662,304,"No",NA,NA,NA,NA,"Yes",NA
"174",3,189,"identical",174,"exp_3",4732473,4737294,7,"?t?","identical",4733618,4735711,"557",4734637,4734644,4734634,"identical",6.519,3,4734578,4734658,80,492.4,586.8,2.33168,135.85,50.7112345679012,"NO",NA,4734659,4734914,255,"Yes","RIGHT","left",1227.466,0,NA,NA
"175",3,190,"ben",175,"exp_3",4739850,4744539,6,"s?t","bir",4740496,4744197,"556",4742593,4742603,4742591,"sacc",9.251,2,4742576,4742618,42,476.4,792.4,7.8052,382.85,181.947093023256,"NO",NA,4742619,4742787,168,"No",NA,NA,NA,NA,"Yes",NA
"176",3,202,"ben",176,"exp_3",4746380,4748989,4,"ela","bir",4747016,4748651,"340",4747652,4747658,4747650,"sacc",5.906,2,4747639,4747666,27,306.9,425.2,2.92201,191.425,104.3575,"NO",NA,4747667,4748026,359,"No",NA,NA,NA,NA,"Yes",NA
"177",3,199,"identical",177,"exp_3",4751190,4756310,7,"t?y","identical",4751788,4754779,"594",4753558,4753564,4753555,"identical",6.221,3,4753538,4753560,22,527.1,608.1,2.0007,160.55,86.0741304347826,"NO",NA,4753561,4753803,242,"Yes","RIGHT","left",1179.965,0,NA,NA
"178",3,222,"ben",178,"exp_3",4758271,4763630,7,"not","ben",4758766,4763288,"617",4760428,4760434,4760426,"fix",5.991,2,4760798,4760817,19,627.4,694.2,1.64996,158.080000000001,82.004,"NO",NA,4760428,4760797,369,"No",NA,NA,NA,NA,"Yes",NA
"179",3,200,"ben",179,"exp_3",4765921,4772734,5,"ma?","bir",4766412,4772392,"448",4767835,4767843,4767833,"fix",7.294,2,4768253,4768276,23,451.3,523.1,1.77346,135.85,74.4602083333334,"NO",NA,4767805,4768252,447,"No",NA,NA,NA,NA,"Yes",NA
"180",3,163,"identical",180,"exp_3",4774726,4779110,7,"?ok","identical",4775213,4778777,"532",4776954,4776961,4776952,"identical",6.179,2,4777125,4777147,22,539.6,617.9,1.93401,160.55,83.1745652173912,"NO",NA,4776945,4777124,179,"No",NA,NA,NA,NA,NA,NA
"181",3,221,"identical",181,"exp_3",4781203,4785332,7,"her","identical",4781691,4783888,"531",4783167,4783176,4783165,"identical",8.4,2,4783157,4783178,21,518.9,592.4,1.81545,186.485,81.6222727272728,"NO",NA,4783179,4783347,168,"Yes","RIGHT","left",1089.894,0,NA,NA
"182",3,174,"ben",182,"exp_3",4787211,4791991,4,"eti","bir",4788302,4790753,"400",4789143,4789149,4789140,"sacc",5.323,3,4789134,4789155,21,389.5,457.1,1.66972,142.025,74.5490909090909,"NO",NA,4789156,4789468,312,"Yes","RIGHT","left",893.431,0,"Yes",NA
"183",3,168,"ben",183,"exp_3",4793924,4797612,8,"s?r","bir",4794413,4797267,"628",4795750,4795756,4795748,"sacc",5.742,2,4795738,4795759,21,594.4,686,2.26252,176.604999999999,100.933181818182,"NO",NA,4795760,4796090,330,"No",NA,NA,NA,NA,"Yes",NA
"184",3,188,"ben",184,"exp_3",4799420,4803564,4,"?ok","bir",4800349,4803207,"423",4801403,4801412,4801401,"sacc",8.912,2,4801394,4801411,17,404.5,466.5,1.5314,139.555,82.2647222222222,"NO",NA,4801412,4801975,563,"No",NA,NA,NA,NA,"Yes",NA
"185",3,227,"identical",185,"exp_3",4805519,4809184,9,"ge?","identical",4806005,4808846,"688",4807656,4807665,4807653,"identical",8.525,3,4807651,4807674,23,686.7,773.7,2.1489,171.665000000001,88.8685416666666,"NO",NA,4807675,4807882,207,"No",NA,NA,NA,NA,NA,NA
"186",3,177,"identical",186,"exp_3",4811006,4814635,3,"sis","identical",4811723,4814300,"245",4812428,4812437,4812425,"identical",8.331,3,4812410,4812430,20,198.3,254.4,1.38567,140.79,63.8083333333333,"NO",NA,4812431,4812686,255,"No",NA,NA,NA,NA,NA,NA
"187",3,167,"identical",187,"exp_3",4816447,4821613,6,"bal","identical",4817576,4820100,"605",4818834,4818844,4818831,"identical",9.21,3,4818815,4818842,27,536.5,639.4,2.54163,185.25,90.46375,"NO",NA,4818843,4819070,227,"Yes","RIGHT","left",1165.695,0,NA,NA
"188",3,224,"ben",188,"exp_3",4823565,4829909,6,"zor","ben",4824224,4829566,"533",4825506,4825514,4825503,"sacc",7.957,3,4825487,4825509,22,461.8,550,2.17854,180.31,93.9136956521739,"NO",NA,4825510,4825656,146,"No",NA,NA,NA,NA,"Yes",NA
"189",3,219,"identical",189,"exp_3",4832682,4837796,6,"hi?","identical",4833293,4836308,"497",4834541,4834548,4834539,"identical",6.745,2,4834528,4834549,21,459,538.5,1.96365,155.61,88.4709090909091,"NO",NA,4834550,4834856,306,"Yes","RIGHT","left",1134.91,0,NA,NA
"190",3,193,"identical",190,"exp_3",4840343,4844565,7,"top","identical",4841026,4844228,"591",4843666,4843675,4843664,"identical",8.323,2,4843644,4843673,29,462.8,633.4,4.21382,326.04,140.1725,"NO",NA,4843674,4843898,224,"No",NA,NA,NA,NA,NA,NA
"191",3,211,"identical",191,"exp_3",4846619,4851493,3,"cam","identical",4847204,4850054,"339",4847761,4847767,4847759,"identical",5.412,2,4847974,4847998,24,351.9,442.4,2.23535,163.020000000001,88.4754,"NO",NA,4847762,4847973,211,"Yes","LEFT","left",1089.102,1,NA,NA
"192",3,196,"ben",192,"exp_3",4853732,4858879,6,"has","bir",4855066,4858537,"424",4857123,4857131,4857120,"sacc",7.529,3,4857103,4857125,22,358.5,439.6,2.00317,138.32,85.3760869565218,"NO",NA,4857126,4857396,270,"No",NA,NA,NA,NA,"Yes",NA
"193",3,164,"ben",193,"exp_3",4861168,4880622,6,"ge?","bir",4862424,4880283,"497",4863997,4864005,4863995,"sacc",7.835,2,4863976,4864002,26,408.1,520.3,2.77134,193.895,101.681666666667,"NO",NA,4864003,4864206,203,"No",NA,NA,NA,NA,"Yes",NA
"194",3,208,"ben",194,"exp_3",4882499,4885675,4,"?ay","ben",4882980,4885335,"413",4883927,4883935,4883924,"sacc",8.601,3,4883914,4883931,17,383.7,434.7,1.2597,109.915,67.6505555555555,"NO",NA,4883932,4884237,305,"No",NA,NA,NA,NA,"Yes",NA
"195",3,229,"identical",195,"exp_3",4888003,4891460,5,"kez","identical",4888619,4891122,"509",4889534,4889541,4889532,"identical",6.77,2,4889520,4889541,21,458.5,547.6,2.20077,192.66,100.505476190476,"NO",NA,4889542,4889859,317,"No",NA,NA,NA,NA,NA,NA
"196",3,226,"ben",196,"exp_3",4893427,4898113,6,"zor","ben",4893921,4896673,"616",4895062,4895068,4895060,"sacc",5.632,2,4895039,4895066,27,510.9,635,3.06527,228.475,108.856428571429,"NO",NA,4895067,4895233,166,"Yes","LEFT","left",1091.083,1,"Yes",NA
"197",3,237,"identical",197,"exp_3",4899942,4902757,3,"tu?","identical",4900628,4902415,"352",4901264,4901271,4901262,"identical",6.198,2,4901253,4901286,33,332.5,503,4.21135,245.765,124.153823529412,"NO",NA,4901287,4901601,314,"No",NA,NA,NA,NA,NA,NA
"198",3,220,"ben",198,"exp_3",4904726,4909026,7,"kez","ben",4905897,4908684,"642",4906997,4907006,4906994,"sacc",8.606,3,4906977,4907002,25,555.2,686.5,3.24311,263.054999999999,122.8825,"NO",NA,4907003,4907185,182,"No",NA,NA,NA,NA,"Yes",NA
"199",3,207,"identical",199,"exp_3",4910832,4913428,3,"kar","identical",4911407,4913090,"330",4911782,4911790,4911780,"identical",8.02,2,4911758,4911783,25,217.9,334.3,2.87508,229.71,109.725,"NO",NA,4911784,4912049,265,"No",NA,NA,NA,NA,NA,NA
"200",3,232,"ben",200,"exp_3",4915536,4918180,4,"gri","ben",4915928,4917834,"414",4916849,4916858,4916847,"sacc",8.847,2,4916836,4916863,27,384.3,507.8,3.05045,243.295,109.473928571429,"NO",NA,4916864,4917052,188,"No",NA,NA,NA,NA,"Yes",NA
"201",3,235,"identical",201,"exp_3",4921220,4923741,4,"iyi","identical",4921693,4923405,"341",4922170,4922177,4922169,"identical",6.324,1,4922407,4922441,34,344.3,536.2,4.73993,291.46,136.661571428571,"NO",NA,4922167,4922406,239,"No",NA,NA,NA,NA,NA,NA
"202",3,172,"ben",202,"exp_3",4925672,4928492,6,"bo?","bir",4926127,4928154,"593",4927272,4927278,4927270,"sacc",5.278,2,4927260,4927287,27,568.2,694.6,3.12208,243.294999999999,114.634464285714,"NO",NA,4927288,4927549,261,"No",NA,NA,NA,NA,"Yes",NA
"203",3,181,"identical",203,"exp_3",4930545,4938488,4,"pas","identical",4935954,4938144,"352",4936563,4936571,4936562,"identical",7.936,1,4936543,4936570,27,254.1,380.3,3.11714,218.595,110.664821428571,"NO",NA,4936571,4936888,317,"No",NA,NA,NA,NA,NA,NA
"204",3,242,"ben",204,"exp_3",4940409,4943974,6,"?ok","ben",4940893,4943628,"665",4942053,4942061,4942051,"sacc",7.421,2,4942032,4942058,26,594.1,684.2,2.22547,161.785,86.8616666666666,"NO",NA,4942059,4942497,438,"No",NA,NA,NA,NA,"Yes",NA
"205",3,244,"ben",205,"exp_3",4946205,4951994,7,"du?","ben",4947471,4951648,"618",4948669,4948676,4948667,"sacc",6.564,2,4948651,4948674,23,542.8,645.2,2.52928,216.125,104.66625,"NO",NA,4948675,4948973,298,"No",NA,NA,NA,NA,"Yes",NA
"206",3,184,"ben",206,"exp_3",4953861,4957989,7,"fay","bir",4955642,4957646,"593",4957012,4957018,4957010,"sacc",6.178,2,4956998,4957019,21,551,625.8,1.84756,166.725,83.1940909090909,"NO",NA,4957020,4957357,337,"No",NA,NA,NA,NA,"Yes",NA
"207",3,223,"identical",207,"exp_3",4960237,4965217,6,"d??","identical",4961132,4963550,"388",4962188,4962195,4962187,"identical",6.574,1,4962177,4962197,20,358.6,435.5,1.89943,175.37,88.3907142857143,"NO",NA,4962198,4962366,168,"Yes","RIGHT","left",1313.142,0,NA,NA
"208",3,195,"identical",208,"exp_3",4967069,4969885,7,"tas","identical",4967647,4969544,"496",4968987,4968994,4968985,"identical",6.625,2,4968976,4969000,24,472.2,560.8,2.18842,174.135,86.7464,"NO",NA,4969001,4969148,147,"No",NA,NA,NA,NA,NA,NA
"209",3,205,"identical",209,"exp_3",4971809,4975705,5,"muz","identical",4972285,4974789,"437",4973099,4973107,4973098,"identical",7.406,1,4973083,4973102,19,383.4,449.2,1.62526,149.435,79.1635,"NO",NA,4973103,4973265,162,"Yes","RIGHT","left",573.613,0,NA,NA
"210",3,246,"ben",210,"exp_3",4977696,4981207,7,"pek","ben",4978192,4980862,"700",4979415,4979422,4979412,"sacc",7.565,3,4979391,4979422,31,593.7,745.8,3.75687,238.354999999999,119.874677419355,"NO",NA,4979423,4979724,301,"No",NA,NA,NA,NA,"Yes",NA
"211",3,216,"ben",211,"exp_3",4983315,4987602,5,"ile","ben",4984619,4987260,"438",4985410,4985416,4985407,"sacc",5.535,3,4985394,4985418,24,382.3,483.5,2.49964,186.485,97.9108,"NO",NA,4985419,4985716,297,"No",NA,NA,NA,NA,"Yes",NA
"212",3,233,"identical",212,"exp_3",4989610,4993679,7,"zor","identical",4990642,4993337,"581",4991932,4991940,4991929,"identical",7.535,3,4991921,4991944,23,560.2,654.2,2.3218,185.25,95.9183333333333,"NO",NA,4991945,4992157,212,"No",NA,NA,NA,NA,NA,NA
"213",3,238,"ben",213,"exp_3",4995710,5001324,7,"kez","ben",4996290,5000979,"569",4998200,4998209,4998197,"sacc",9.563,3,4998182,4998203,21,512.9,584.4,1.76605,149.435,80.1065909090909,"NO",NA,4998204,4998579,375,"No",NA,NA,NA,NA,"Yes",NA
"214",3,204,"ben",214,"exp_3",5003197,5007034,6,"nem","bir",5003911,5006694,"521",5004917,5004925,5004916,"sacc",7.248,1,5004898,5004918,20,459.9,529,1.70677,129.675,80.2161904761905,"NO",NA,5004919,5005231,312,"No",NA,NA,NA,NA,"Yes",NA
"215",3,175,"identical",215,"exp_3",5008939,5012779,4,"ipi","identical",5009492,5011742,"376",5010094,5010101,5010092,"identical",6.684,2,5010077,5010097,20,317.7,394.4,1.89449,181.545,88.8611904761905,"NO",NA,5010098,5010291,193,"Yes","LEFT","left",691.247,1,NA,NA
"216",3,236,"ben",216,"exp_3",5014663,5020550,7,"top","ben",5016104,5019520,"605",5017403,5017409,5017401,"sacc",5.404,2,5017387,5017412,25,548.5,653.4,2.59103,202.540000000001,98.6575,"NO",NA,5017413,5017574,161,"Yes","LEFT","left",672.966,1,"Yes",NA
"217",3,176,"ben",217,"exp_3",5022437,5028544,5,"??k","bir",5023720,5028208,"473",5024822,5024830,5024819,"sacc",7.344,3,5024811,5024829,18,450.5,498.8,1.19301,111.15,61.035,"NO",NA,5024830,5025101,271,"No",NA,NA,NA,NA,"Yes",NA
"218",3,210,"ben",218,"exp_3",5033074,5039215,6,"iyi","ben",5034665,5038876,"497",5035965,5035975,5035962,"sacc",9.768,3,5035952,5035975,23,467.2,552.8,2.11432,186.485,88.4904347826086,"NO",NA,5035976,5036513,537,"No",NA,NA,NA,NA,"Yes",NA
"219",3,228,"ben",219,"exp_3",5041228,5045318,7,"ile","ben",5041798,5044977,"522",5043122,5043129,5043120,"sacc",6.134,2,5043111,5043138,27,501.6,626,3.07268,219.829999999999,109.429821428571,"NO",NA,5043139,5043548,409,"No",NA,NA,NA,NA,"Yes",NA
"220",3,197,"identical",220,"exp_3",5047020,5050528,4,"hep","identical",5047604,5050193,"424",5048731,5048739,5048730,"identical",7.477,1,5049007,5049026,19,434.3,493.2,1.45483,121.029999999999,70.889,"NO",NA,5048730,5049006,276,"No",NA,NA,NA,NA,NA,NA
"221",3,171,"identical",221,"exp_3",5052469,5056748,6,"fal","identical",5053765,5056403,"448",5054888,5054896,5054887,"identical",7.121,1,5055106,5055128,22,448.2,533.5,2.10691,161.785,90.4771739130435,"NO",NA,5055129,5055372,243,"No",NA,NA,NA,NA,NA,NA
"222",3,218,"ben",222,"exp_3",5058778,5064701,6,"iyi","ben",5060080,5063380,"521",5061187,5061194,5061185,"sacc",6.564,2,5061173,5061201,28,481.5,602.6,2.99117,197.6,102.590172413793,"NO",NA,5061202,5061458,256,"Yes","RIGHT","left",971.933,0,"Yes",NA
"223",3,169,"identical",223,"exp_3",5066548,5072087,6,"k?r","identical",5067622,5070464,"521",5068742,5068748,5068739,"identical",6.566,3,5068728,5068746,18,489.9,538,1.18807,97.5649999999997,60.7100000000001,"NO",NA,5068747,5069078,331,"Yes","RIGHT","left",1274.53,0,NA,NA
"224",3,173,"identical",224,"exp_3",5076205,5081225,6,"hep","identical",5076740,5080887,"460",5078601,5078609,5078599,"identical",7.344,2,5078585,5078603,18,412.9,473,1.48447,148.2,76.05,"NO",NA,5078604,5078868,264,"No",NA,NA,NA,NA,NA,NA
"225",3,187,"identical",225,"exp_3",5083337,5088094,8,"ke?","identical",5084323,5087758,"784",5085993,5086000,5085991,"identical",6.749,2,5085977,5086001,24,730.3,833.1,2.53916,200.070000000001,100.5784,"NO",NA,5086002,5086095,93,"No",NA,NA,NA,NA,NA,NA
"226",3,180,"ben",226,"exp_3",5090017,5094948,6,"pil","bir",5091022,5093748,"497",5091944,5091953,5091941,"sacc",8.968,3,5091924,5091953,29,432.8,544.8,2.7664,164.254999999999,94.2858620689655,"NO",NA,5091954,5092223,269,"Yes","RIGHT","left",850.598,0,"Yes",NA
"227",3,212,"ben",227,"exp_3",5096979,5100375,5,"g?n","ben",5097533,5100036,"424",5098251,5098259,5098248,"fix",7.788,3,5098650,5098675,25,425.2,530.3,2.59597,172.9,97.565,"NO",NA,5098676,5098896,220,"No",NA,NA,NA,NA,"Yes",NA
"228",3,203,"identical",228,"exp_3",5102237,5106928,7,"ba?","identical",5104358,5106584,"557",5105279,5105288,5105277,"identical",8.317,2,5105263,5105290,27,492.3,630.1,3.40366,281.579999999999,120.985892857143,"NO",NA,5105291,5105633,342,"No",NA,NA,NA,NA,NA,NA
"229",3,186,"ben",229,"exp_3",5108694,5111479,5,"d?n","bir",5109092,5111142,"412",5109907,5109914,5109904,"sacc",6.114,3,5109886,5109911,25,330.8,431.7,2.49223,170.43,94.715,"NO",NA,5109912,5110243,331,"No",NA,NA,NA,NA,"Yes",NA
"230",3,198,"ben",230,"exp_3",5113266,5116965,5,"bo?","bir",5114552,5116621,"388",5115278,5115286,5115276,"fix",7.775,2,5115446,5115466,20,401.1,461.6,1.49435,139.555,69.16,"NO",NA,5115278,5115445,167,"No",NA,NA,NA,NA,"Yes",NA
"231",3,214,"ben",231,"exp_3",5118943,5123868,3,"iyi","ben",5119945,5122622,"268",5120414,5120421,5120412,"sacc",6.549,2,5120396,5120415,19,214.3,277.3,1.5561,139.555,75.4585,"NO",NA,5120416,5120686,270,"Yes","RIGHT","left",897.946,0,"Yes",NA
"232",3,194,"ben",232,"exp_3",5125742,5130421,6,"ta?","bir",5126377,5129498,"604",5127974,5127983,5127972,"sacc",8.797,2,5127954,5127978,24,517.1,625.2,2.67007,193.895000000001,106.1112,"NO",NA,5127979,5128366,387,"Yes","RIGHT","left",576.94,0,"Yes",NA
"233",3,230,"ben",233,"exp_3",5132626,5138441,8,"g?n","ben",5133164,5138100,"617",5134824,5134832,5134821,"sacc",7.951,3,5134813,5134834,21,593.6,669.5,1.87473,156.845000000001,84.4290909090909,"NO",NA,5134835,5134949,114,"No",NA,NA,NA,NA,"Yes",NA
"234",3,185,"identical",234,"exp_3",5140699,5145794,6,"tuz","identical",5142478,5145455,"592",5143875,5143884,5143873,"identical",8.415,2,5144057,5144079,22,594,677.7,2.06739,195.129999999999,88.92,"NO",NA,5143870,5144056,186,"No",NA,NA,NA,NA,NA,NA
"235",3,217,"identical",235,"exp_3",5147794,5154231,6,"kez","identical",5148714,5153887,"520",5149823,5149832,5149821,"identical",8.421,2,5149812,5149832,20,497.1,564.7,1.66972,124.735,77.99025,"NO",NA,5149833,5150049,216,"No",NA,NA,NA,NA,NA,NA
"236",3,234,"ben",236,"exp_3",5156509,5160325,6,"ile","ben",5157169,5159985,"582",5158252,5158262,5158250,"sacc",9.449,2,5158234,5158257,23,512,600.2,2.17854,185.25,90.2579166666667,"NO",NA,5158258,5158644,386,"No",NA,NA,NA,NA,"Yes",NA
"237",3,247,"identical",237,"exp_3",5162807,5166628,7,"kek","identical",5163530,5166287,"605",5164830,5164840,5164828,"identical",9.402,2,5164812,5164836,24,550,645.4,2.35638,176.604999999999,93.366,"NO",NA,5164837,5165244,407,"No",NA,NA,NA,NA,NA,NA
"238",3,248,"ben",238,"exp_3",5168534,5181535,5,"dar","ben",5169524,5175231,"520",5173750,5173758,5173748,"fix",7.516,2,5174353,5174374,21,508.6,579.9,1.76111,146.965,79.1522727272727,"NO",NA,5174375,5174610,235,"Yes","RIGHT","left",5955.997,0,"Yes",NA
"239",3,225,"identical",239,"exp_3",5183620,5188729,9,"s?t","identical",5184690,5188390,"762",5187025,5187030,5187022,"identical",5.809,3,5187009,5187034,25,720.7,818.6,2.41813,170.429999999999,94.1450000000001,"NO",NA,5187035,5187330,295,"No",NA,NA,NA,NA,NA,NA
"240",3,170,"ben",240,"exp_3",5190758,5195407,4,"saf","bir",5191794,5195071,"495",5192717,5192724,5192715,"sacc",7.738,2,5192694,5192719,25,408.8,505.3,2.38355,167.96,90.5825,"NO",NA,5192720,5193071,351,"No",NA,NA,NA,NA,"Yes",NA
"241",3,239,"identical",241,"exp_3",5197454,5203952,7,"yem","identical",5198059,5201998,"569",5199471,5199477,5199468,"identical",6.771,3,5199453,5199474,21,511.4,587,1.86732,150.669999999999,83.3625,"NO",NA,5199475,5199668,193,"Yes","LEFT","left",1577.147,1,NA,NA
"242",3,201,"identical",242,"exp_3",5205961,5209697,7,"cam","identical",5206598,5209360,"569",5207805,5207811,5207801,"identical",6.847,4,5208030,5208051,21,571,650.5,1.96365,160.55,87.685,"NO",NA,5207794,5208029,235,"No",NA,NA,NA,NA,NA,NA
"243",3,241,"identical",243,"exp_3",5211586,5214707,4,"ucu","identical",5212612,5214367,"389",5213164,5213197,5213162,"identical",32.086,2,5213146,5213166,20,325.9,401.5,1.86732,150.67,87.9790476190476,"NO",NA,5213167,5213417,250,"No",NA,NA,NA,NA,NA,NA
"244",3,183,"identical",244,"exp_3",5216464,5219651,4,"g?k","identical",5217092,5219312,"364",5217872,5217881,5217871,"identical",8.214,1,5217855,5217877,22,296.9,392.6,2.36379,174.135,100.142391304348,"NO",NA,5217878,5218148,270,"No",NA,NA,NA,NA,NA,NA
"245",3,165,"identical",245,"exp_3",5221642,5225703,8,"g?k","identical",5222582,5225362,"532",5223739,5223745,5223737,"identical",5.76,2,5223723,5223744,21,482.1,558.1,1.8772,156.845000000001,83.0818181818182,"NO",NA,5223745,5224051,306,"No",NA,NA,NA,NA,NA,NA
"246",3,215,"identical",246,"exp_3",5227601,5231173,6,"iri","identical",5228313,5230825,"509",5229550,5229556,5229548,"identical",5.627,2,5229776,5229802,26,507.5,618,2.72935,213.654999999999,100.62962962963,"NO",NA,5229546,5229775,229,"No",NA,NA,NA,NA,NA,NA
"247",3,240,"ben",247,"exp_3",5233145,5238172,7,"yer","ben",5233823,5236642,"568",5235053,5235062,5235051,"sacc",8.527,2,5235035,5235057,22,500.1,590,2.22053,186.485,94.2895652173913,"NO",NA,5235058,5235226,168,"Yes","LEFT","left",1184.725,1,"Yes",NA
"248",3,179,"identical",248,"exp_3",5240035,5244378,4,"kan","identical",5241239,5244033,"473",5242217,5242224,5242215,"identical",6.463,2,5242387,5242406,19,483.8,542.2,1.44248,124.735,70.7655,"NO",NA,5242213,5242386,173,"No",NA,NA,NA,NA,NA,NA
"249",3,209,"identical",249,"exp_3",5246336,5251339,5,"iyi","identical",5246962,5249881,"555",5248105,5248113,5248103,"identical",8.159,2,5248090,5248112,22,507.9,595.4,2.16125,161.785,92.8934782608696,"NO",NA,5248113,5248354,241,"Yes","RIGHT","left",1107.447,0,NA,NA
"250",3,245,"identical",250,"exp_3",5253309,5258164,6,"ipi","identical",5254558,5257829,"676",5256274,5256281,5256271,"identical",7.04,3,5256252,5256275,23,604.5,687.2,2.04269,148.2,83.4139583333333,"NO",NA,5256276,5256461,185,"No",NA,NA,NA,NA,NA,NA
"251",3,243,"identical",251,"exp_3",5262086,5270678,6,"zor","identical",5262587,5270342,"555",5263656,5263664,5263653,"identical",8.177,3,5263641,5263662,21,507.8,593.4,2.11432,186.484999999999,94.1968181818182,"NO",NA,5263663,5263900,237,"No",NA,NA,NA,NA,NA,NA
"252",3,182,"ben",252,"exp_3",5272743,5278015,3,"?i?","bir",5274037,5276031,"353",5274676,5274684,5274674,"sacc",7.594,2,5274655,5274678,23,272.3,364.4,2.27487,175.37,93.4997916666667,"NO",NA,5274679,5274983,304,"Yes","RIGHT","left",1634.447,0,"Yes",NA
"253",3,213,"identical",253,"exp_3",5280034,5284417,4,"kez","identical",5280966,5284081,"401",5282341,5282351,5282339,"identical",9.29,2,5282328,5282347,19,364.4,425,1.49682,134.615,72.92675,"NO",NA,5282348,5282624,276,"No",NA,NA,NA,NA,NA,NA
"254",3,192,"ben",254,"exp_3",5286347,5290023,6,"kel","bir",5287018,5289681,"567",5288232,5288240,5288229,"sacc",7.954,3,5288216,5288240,24,519.4,623.4,2.5688,180.31,101.681666666667,"NO",NA,5288241,5288524,283,"No",NA,NA,NA,NA,"Yes",NA
"255",3,178,"ben",255,"exp_3",5291787,5297215,3,"iri","bir",5292854,5295448,"376",5293503,5293513,5293500,"sacc",9.349,3,5293484,5293508,24,304.6,402.1,2.40825,175.37,95.4408,"NO",NA,5293509,5293867,358,"Yes","RIGHT","left",1420.741,0,"Yes",NA
"256",3,166,"ben",256,"exp_3",5299206,5303942,8,"?n?","bir",5300116,5303609,"521",5301475,5301484,5301471,"fix",9.283,4,5302039,5302064,25,511.6,600.6,2.1983,158.079999999999,84.17,"NO",NA,5302065,5302329,264,"No",NA,NA,NA,NA,"Yes",NA
