"","sub","item","boundaryN","wordN","word","trial_type"
"1",3,47,7,1,"Annem","exp_1"
"2",3,47,7,2,"restorana","exp_1"
"3",3,47,7,3,"k?pe?i","exp_1"
"4",3,47,7,4,"ile","exp_1"
"5",3,47,7,5,"geldi","exp_1"
"6",3,47,7,6,"ve","exp_1"
"7",3,47,7,7,"yan","exp_1"
"8",3,47,7,8,"masadaki","exp_1"
"9",3,47,7,9,"insanlar?n","exp_1"
"10",3,47,7,10,"tepkisini","exp_1"
"11",3,47,7,11,"?ekti.","exp_1"
"12",3,38,7,1,"Bug?n","exp_1"
"13",3,38,7,2,"yap?lan","exp_1"
"14",3,38,7,3,"i?","exp_1"
"15",3,38,7,4,"g?r??mesinde","exp_1"
"16",3,38,7,5,"baz?","exp_1"
"17",3,38,7,6,"adaylar","exp_1"
"18",3,38,7,7,"i?e","exp_1"
"19",3,38,7,8,"al?nd?","exp_1"
"20",3,38,7,9,"lakin","exp_1"
"21",3,38,7,10,"baz?lar?","exp_1"
"22",3,38,7,11,"al?nmad?.","exp_1"
"23",3,44,5,1,"Resim","exp_1"
"24",3,44,5,2,"sergisinden","exp_1"
"25",3,44,5,3,"ald???m","exp_1"
"26",3,44,5,4,"tablo","exp_1"
"27",3,44,5,5,"eve","exp_1"
"28",3,44,5,6,"getirilince","exp_1"
"29",3,44,5,7,"sergideki","exp_1"
"30",3,44,5,8,"gibi","exp_1"
"31",3,44,5,9,"g?zel","exp_1"
"32",3,44,5,10,"durmad?.","exp_1"
"33",3,7,6,1,"?ok","exp_1"
"34",3,7,6,2,"gen?","exp_1"
"35",3,7,6,3,"ya?ta","exp_1"
"36",3,7,6,4,"dolu","exp_1"
"37",3,7,6,5,"dizgin","exp_1"
"38",3,7,6,6,"a?k","exp_1"
"39",3,7,6,7,"ya?ad?","exp_1"
"40",3,7,6,8,"haliyle","exp_1"
"41",3,7,6,9,"kalbi","exp_1"
"42",3,7,6,10,"k?r?ld?.","exp_1"
"43",3,60,4,1,"Restorandaki","exp_1"
"44",3,60,4,2,"t?m","exp_1"
"45",3,60,4,3,"yemeklere","exp_1"
"46",3,60,4,4,"ac?","exp_1"
"47",3,60,4,5,"koymu?lar","exp_1"
"48",3,60,4,6,"bu","exp_1"
"49",3,60,4,7,"y?zden","exp_1"
"50",3,60,4,8,"hi?birini","exp_1"
"51",3,60,4,9,"yiyemedim.","exp_1"
"52",3,31,4,1,"Bug?n","exp_1"
"53",3,31,4,2,"okula","exp_1"
"54",3,31,4,3,"giderken","exp_1"
"55",3,31,4,4,"kar","exp_1"
"56",3,31,4,5,"ya??yordu","exp_1"
"57",3,31,4,6,"bu","exp_1"
"58",3,31,4,7,"sebeple","exp_1"
"59",3,31,4,8,"hasta","exp_1"
"60",3,31,4,9,"oldum.","exp_1"
"61",3,74,5,1,"?devimi","exp_1"
"62",3,74,5,2,"bug?n","exp_1"
"63",3,74,5,3,"bitirebilirsem","exp_1"
"64",3,74,5,4,"arkada?lar?m","exp_1"
"65",3,74,5,5,"ile","exp_1"
"66",3,74,5,6,"??kabilirim","exp_1"
"67",3,74,5,7,"bu","exp_1"
"68",3,74,5,8,"y?zden","exp_1"
"69",3,74,5,9,"sabahtan","exp_1"
"70",3,74,5,10,"beri","exp_1"
"71",3,74,5,11,"u?ra??yorum.","exp_1"
"72",3,12,3,1,"Babam","exp_1"
"73",3,12,3,2,"hep","exp_1"
"74",3,12,3,3,"caz","exp_1"
"75",3,12,3,4,"dinler","exp_1"
"76",3,12,3,5,"ve","exp_1"
"77",3,12,3,6,"bizede","exp_1"
"78",3,12,3,7,"zorla","exp_1"
"79",3,12,3,8,"dinletmek","exp_1"
"80",3,12,3,9,"ister.","exp_1"
"81",3,40,6,1,"Tarladaki","exp_1"
"82",3,40,6,2,"patateslerin","exp_1"
"83",3,40,6,3,"hepsi","exp_1"
"84",3,40,6,4,"bozuldu","exp_1"
"85",3,40,6,5,"ve","exp_1"
"86",3,40,6,6,"t?m","exp_1"
"87",3,40,6,7,"emekler","exp_1"
"88",3,40,6,8,"bo?a","exp_1"
"89",3,40,6,9,"gitti.","exp_1"
"90",3,58,7,1,"Bug?n","exp_1"
"91",3,58,7,2,"hava","exp_1"
"92",3,58,7,3,"so?uk","exp_1"
"93",3,58,7,4,"olaca??","exp_1"
"94",3,58,7,5,"i?in","exp_1"
"95",3,58,7,6,"annem","exp_1"
"96",3,58,7,7,"t?m","exp_1"
"97",3,58,7,8,"?nlemleri","exp_1"
"98",3,58,7,9,"ald?","exp_1"
"99",3,58,7,10,"ama","exp_1"
"100",3,58,7,11,"yine","exp_1"
"101",3,58,7,12,"de","exp_1"
"102",3,58,7,13,"???d?k.","exp_1"
"103",3,5,6,1,"??retmenleri","exp_1"
"104",3,5,6,2,"hasta","exp_1"
"105",3,5,6,3,"oldu?u","exp_1"
"106",3,5,6,4,"i?in","exp_1"
"107",3,5,6,5,"dersleri","exp_1"
"108",3,5,6,6,"bo?","exp_1"
"109",3,5,6,7,"ge?iyordu","exp_1"
"110",3,5,6,8,"ve","exp_1"
"111",3,5,6,9,"konuyu","exp_1"
"112",3,5,6,10,"??renememi?ti.","exp_1"
"113",3,15,4,1,"Son","exp_1"
"114",3,15,4,2,"zamanlarda","exp_1"
"115",3,15,4,3,"depoda","exp_1"
"116",3,15,4,4,"mal","exp_1"
"117",3,15,4,5,"kalmaz","exp_1"
"118",3,15,4,6,"oldu","exp_1"
"119",3,15,4,7,"??nk?","exp_1"
"120",3,15,4,8,"herkes","exp_1"
"121",3,15,4,9,"?ok","exp_1"
"122",3,15,4,10,"al??veri?","exp_1"
"123",3,15,4,11,"yap?yor.","exp_1"
"124",3,29,6,1,"Ya?murdan","exp_1"
"125",3,29,6,2,"?amur","exp_1"
"126",3,29,6,3,"olan","exp_1"
"127",3,29,6,4,"pantolonumu","exp_1"
"128",3,29,6,5,"iki","exp_1"
"129",3,29,6,6,"kez","exp_1"
"130",3,29,6,7,"y?kad?m","exp_1"
"131",3,29,6,8,"lakin","exp_1"
"132",3,29,6,9,"halen","exp_1"
"133",3,29,6,10,"lekeli.","exp_1"
"134",3,10,5,1,"Do?um","exp_1"
"135",3,10,5,2,"g?n?nde","exp_1"
"136",3,10,5,3,"arkada?lar?","exp_1"
"137",3,10,5,4,"ona","exp_1"
"138",3,10,5,5,"bot","exp_1"
"139",3,10,5,6,"ald?","exp_1"
"140",3,10,5,7,"ama","exp_1"
"141",3,10,5,8,"ona","exp_1"
"142",3,10,5,9,"bol","exp_1"
"143",3,10,5,10,"geldi?i","exp_1"
"144",3,10,5,11,"i?in","exp_1"
"145",3,10,5,12,"de?i?tirdi.","exp_1"
"146",3,16,5,1,"Oyunu","exp_1"
"147",3,16,5,2,"kazanmas?n?n","exp_1"
"148",3,16,5,3,"sebebi","exp_1"
"149",3,16,5,4,"iyi","exp_1"
"150",3,16,5,5,"zar","exp_1"
"151",3,16,5,6,"atabilmesiydi.","exp_1"
"152",3,50,8,1,"Arkada?lar?m?n","exp_1"
"153",3,50,8,2,"ya?","exp_1"
"154",3,50,8,3,"g?n?","exp_1"
"155",3,50,8,4,"s?rprizi","exp_1"
"156",3,50,8,5,"i?in","exp_1"
"157",3,50,8,6,"ald???","exp_1"
"158",3,50,8,7,"pastay?","exp_1"
"159",3,50,8,8,"hep","exp_1"
"160",3,50,8,9,"beraber","exp_1"
"161",3,50,8,10,"yedik","exp_1"
"162",3,50,8,11,"ama","exp_1"
"163",3,50,8,12,"yine","exp_1"
"164",3,50,8,13,"de","exp_1"
"165",3,50,8,14,"bitiremedik.","exp_1"
"166",3,52,7,1,"Marketten","exp_1"
"167",3,52,7,2,"evim","exp_1"
"168",3,52,7,3,"i?in","exp_1"
"169",3,52,7,4,"birka?","exp_1"
"170",3,52,7,5,"tane","exp_1"
"171",3,52,7,6,"kokulu","exp_1"
"172",3,52,7,7,"mum","exp_1"
"173",3,52,7,8,"ald?m","exp_1"
"174",3,52,7,9,"ama","exp_1"
"175",3,52,7,10,"eve","exp_1"
"176",3,52,7,11,"geldi?imde","exp_1"
"177",3,52,7,12,"kokmad?klar?n?","exp_1"
"178",3,52,7,13,"fark","exp_1"
"179",3,52,7,14,"ettim.","exp_1"
"180",3,69,4,1,"Her","exp_1"
"181",3,69,4,2,"hafta","exp_1"
"182",3,69,4,3,"mutlaka","exp_1"
"183",3,69,4,4,"ton","exp_1"
"184",3,69,4,5,"bal???","exp_1"
"185",3,69,4,6,"yerler","exp_1"
"186",3,69,4,7,"ve","exp_1"
"187",3,69,4,8,"bizi","exp_1"
"188",3,69,4,9,"de","exp_1"
"189",3,69,4,10,"davet","exp_1"
"190",3,69,4,11,"ederler.","exp_1"
"191",3,28,8,1,"Yeni","exp_1"
"192",3,28,8,2,"evi","exp_1"
"193",3,28,8,3,"i?in","exp_1"
"194",3,28,8,4,"ald???","exp_1"
"195",3,28,8,5,"saat","exp_1"
"196",3,28,8,6,"duvarda","exp_1"
"197",3,28,8,7,"?ok","exp_1"
"198",3,28,8,8,"iri","exp_1"
"199",3,28,8,9,"durdu","exp_1"
"200",3,28,8,10,"bu","exp_1"
"201",3,28,8,11,"sebeple","exp_1"
"202",3,28,8,12,"iade","exp_1"
"203",3,28,8,13,"ettirdi.","exp_1"
"204",3,34,8,1,"Tatile","exp_1"
"205",3,34,8,2,"dair","exp_1"
"206",3,34,8,3,"akl?mda","exp_1"
"207",3,34,8,4,"kalan","exp_1"
"208",3,34,8,5,"en","exp_1"
"209",3,34,8,6,"g?zel","exp_1"
"210",3,34,8,7,"detay","exp_1"
"211",3,34,8,8,"g?l","exp_1"
"212",3,34,8,9,"manzaras?yd?","exp_1"
"213",3,34,8,10,"ve","exp_1"
"214",3,34,8,11,"hayat?mda","exp_1"
"215",3,34,8,12,"g?rd???m","exp_1"
"216",3,34,8,13,"en","exp_1"
"217",3,34,8,14,"g?zel","exp_1"
"218",3,34,8,15,"manzarayd?.","exp_1"
"219",3,26,4,1,"Yoga","exp_1"
"220",3,26,4,2,"yapmak","exp_1"
"221",3,26,4,3,"insan?","exp_1"
"222",3,26,4,4,"iyi","exp_1"
"223",3,26,4,5,"hissettirir","exp_1"
"224",3,26,4,6,"ve","exp_1"
"225",3,26,4,7,"sa?l?kl?","exp_1"
"226",3,26,4,8,"olmas?n?","exp_1"
"227",3,26,4,9,"sa?lar.","exp_1"
"228",3,65,6,1,"Eski","exp_1"
"229",3,65,6,2,"evimizdeki","exp_1"
"230",3,65,6,3,"e?yalar?","exp_1"
"231",3,65,6,4,"yeni","exp_1"
"232",3,65,6,5,"ald???m?z","exp_1"
"233",3,65,6,6,"eve","exp_1"
"234",3,65,6,7,"ta??d?k","exp_1"
"235",3,65,6,8,"bu","exp_1"
"236",3,65,6,9,"y?zden","exp_1"
"237",3,65,6,10,"?ok","exp_1"
"238",3,65,6,11,"yorgunuz.","exp_1"
"239",3,57,7,1,"S?z","exp_1"
"240",3,57,7,2,"verdi?i","exp_1"
"241",3,57,7,3,"gibi","exp_1"
"242",3,57,7,4,"yemek","exp_1"
"243",3,57,7,5,"i?in","exp_1"
"244",3,57,7,6,"bize","exp_1"
"245",3,57,7,7,"sos","exp_1"
"246",3,57,7,8,"haz?rlayacak","exp_1"
"247",3,57,7,9,"o","exp_1"
"248",3,57,7,10,"y?zden","exp_1"
"249",3,57,7,11,"biz","exp_1"
"250",3,57,7,12,"de","exp_1"
"251",3,57,7,13,"makarnay?","exp_1"
"252",3,57,7,14,"yap?yoruz.","exp_1"
"253",3,61,3,1,"Buzdolab?ndaki","exp_1"
"254",3,61,3,2,"ekmek","exp_1"
"255",3,61,3,3,"k?f","exp_1"
"256",3,61,3,4,"olmu?","exp_1"
"257",3,61,3,5,"o","exp_1"
"258",3,61,3,6,"y?zden","exp_1"
"259",3,61,3,7,"ku?lara","exp_1"
"260",3,61,3,8,"veremedim.","exp_1"
"261",3,22,7,1,"Toplant?","exp_1"
"262",3,22,7,2,"uzun","exp_1"
"263",3,22,7,3,"s?rd???","exp_1"
"264",3,22,7,4,"i?in","exp_1"
"265",3,22,7,5,"bug?n","exp_1"
"266",3,22,7,6,"i?ten","exp_1"
"267",3,22,7,7,"ge?","exp_1"
"268",3,22,7,8,"ayr?ld?m","exp_1"
"269",3,22,7,9,"ve","exp_1"
"270",3,22,7,10,"k?z","exp_1"
"271",3,22,7,11,"arkada??mla","exp_1"
"272",3,22,7,12,"bulu?amad?m.","exp_1"
"273",3,23,6,1,"Ma?","exp_1"
"274",3,23,6,2,"s?recinde","exp_1"
"275",3,23,6,3,"oyuncular","exp_1"
"276",3,23,6,4,"seyircileri","exp_1"
"277",3,23,6,5,"bir?ok","exp_1"
"278",3,23,6,6,"kez","exp_1"
"279",3,23,6,7,"selamlad?","exp_1"
"280",3,23,6,8,"ve","exp_1"
"281",3,23,6,9,"bu","exp_1"
"282",3,23,6,10,"durum","exp_1"
"283",3,23,6,11,"herkesi","exp_1"
"284",3,23,6,12,"?ok","exp_1"
"285",3,23,6,13,"mutlu","exp_1"
"286",3,23,6,14,"etti.","exp_1"
"287",3,8,4,1,"Babam","exp_1"
"288",3,8,4,2,"?ok","exp_1"
"289",3,8,4,3,"g?zel","exp_1"
"290",3,8,4,4,"ney","exp_1"
"291",3,8,4,5,"?fl?yor","exp_1"
"292",3,8,4,6,"bu","exp_1"
"293",3,8,4,7,"y?zden","exp_1"
"294",3,8,4,8,"herkes","exp_1"
"295",3,8,4,9,"onu","exp_1"
"296",3,8,4,10,"dinlemeye","exp_1"
"297",3,8,4,11,"geliyor.","exp_1"
"298",3,19,4,1,"Patronunun","exp_1"
"299",3,19,4,2,"bask?lar?na","exp_1"
"300",3,19,4,3,"dayanamay?p","exp_1"
"301",3,19,4,4,"i?i","exp_1"
"302",3,19,4,5,"b?rakt?","exp_1"
"303",3,19,4,6,"ama","exp_1"
"304",3,19,4,7,"bu","exp_1"
"305",3,19,4,8,"karar?ndan","exp_1"
"306",3,19,4,9,"dolay?","exp_1"
"307",3,19,4,10,"?ok","exp_1"
"308",3,19,4,11,"pi?man","exp_1"
"309",3,19,4,12,"oldu.","exp_1"
"310",3,72,10,1,"Ona","exp_1"
"311",3,72,10,2,"yerinde","exp_1"
"312",3,72,10,3,"oturmazsa","exp_1"
"313",3,72,10,4,"oyuna","exp_1"
"314",3,72,10,5,"bir","exp_1"
"315",3,72,10,6,"daha","exp_1"
"316",3,72,10,7,"geri","exp_1"
"317",3,72,10,8,"d?nemeyece?ini","exp_1"
"318",3,72,10,9,"bir?ok","exp_1"
"319",3,72,10,10,"kez","exp_1"
"320",3,72,10,11,"s?yledim","exp_1"
"321",3,72,10,12,"ama","exp_1"
"322",3,72,10,13,"beni","exp_1"
"323",3,72,10,14,"dinlemedi.","exp_1"
"324",3,53,6,1,"En","exp_1"
"325",3,53,6,2,"sevdi?i","exp_1"
"326",3,53,6,3,"?izgi","exp_1"
"327",3,53,6,4,"film","exp_1"
"328",3,53,6,5,"kahraman?","exp_1"
"329",3,53,6,6,"ile","exp_1"
"330",3,53,6,7,"foto?raf","exp_1"
"331",3,53,6,8,"?ekildi","exp_1"
"332",3,53,6,9,"ama","exp_1"
"333",3,53,6,10,"yanl??l?kla","exp_1"
"334",3,53,6,11,"foto?raf?","exp_1"
"335",3,53,6,12,"sildi.","exp_1"
"336",3,45,8,1,"D?n","exp_1"
"337",3,45,8,2,"ya?l?","exp_1"
"338",3,45,8,3,"adam","exp_1"
"339",3,45,8,4,"yolun","exp_1"
"340",3,45,8,5,"kenar?nda","exp_1"
"341",3,45,8,6,"bu","exp_1"
"342",3,45,8,7,"saatlerde","exp_1"
"343",3,45,8,8,"s?t","exp_1"
"344",3,45,8,9,"sat?yordu","exp_1"
"345",3,45,8,10,"biz","exp_1"
"346",3,45,8,11,"de","exp_1"
"347",3,45,8,12,"ge?erken","exp_1"
"348",3,45,8,13,"biraz","exp_1"
"349",3,45,8,14,"s?t","exp_1"
"350",3,45,8,15,"ald?k.","exp_1"
"351",3,76,7,1,"Mezuniyetimde","exp_1"
"352",3,76,7,2,"kullanmak","exp_1"
"353",3,76,7,3,"i?in","exp_1"
"354",3,76,7,4,"yeni","exp_1"
"355",3,76,7,5,"pembe","exp_1"
"356",3,76,7,6,"bir","exp_1"
"357",3,76,7,7,"ruj","exp_1"
"358",3,76,7,8,"ald?m","exp_1"
"359",3,76,7,9,"ama","exp_1"
"360",3,76,7,10,"mezuniyete","exp_1"
"361",3,76,7,11,"giderken","exp_1"
"362",3,76,7,12,"yan?ma","exp_1"
"363",3,76,7,13,"almay?","exp_1"
"364",3,76,7,14,"unuttum.","exp_1"
"365",3,48,5,1,"Arkada??m","exp_1"
"366",3,48,5,2,"i?in","exp_1"
"367",3,48,5,3,"ald???m","exp_1"
"368",3,48,5,4,"kolyedeki","exp_1"
"369",3,48,5,5,"ta?","exp_1"
"370",3,48,5,6,"d??m??","exp_1"
"371",3,48,5,7,"o","exp_1"
"372",3,48,5,8,"y?zden","exp_1"
"373",3,48,5,9,"yeni","exp_1"
"374",3,48,5,10,"kolye","exp_1"
"375",3,48,5,11,"ald?m.","exp_1"
"376",3,73,9,1,"Kitapta","exp_1"
"377",3,73,9,2,"karakterler","exp_1"
"378",3,73,9,3,"iyi","exp_1"
"379",3,73,9,4,"betimlenmemi?","exp_1"
"380",3,73,9,5,"olsa","exp_1"
"381",3,73,9,6,"da","exp_1"
"382",3,73,9,7,"nobel","exp_1"
"383",3,73,9,8,"?d?l?ne","exp_1"
"384",3,73,9,9,"hak","exp_1"
"385",3,73,9,10,"kazand?","exp_1"
"386",3,73,9,11,"ve","exp_1"
"387",3,73,9,12,"bu","exp_1"
"388",3,73,9,13,"durum","exp_1"
"389",3,73,9,14,"herkesi","exp_1"
"390",3,73,9,15,"?ok","exp_1"
"391",3,73,9,16,"?a??rtt?.","exp_1"
"392",3,25,5,1,"D?nk?","exp_1"
"393",3,25,5,2,"matematik","exp_1"
"394",3,25,5,3,"s?nav?","exp_1"
"395",3,25,5,4,"?ok","exp_1"
"396",3,25,5,5,"zor","exp_1"
"397",3,25,5,6,"ge?ti?i","exp_1"
"398",3,25,5,7,"i?in","exp_1"
"399",3,25,5,8,"dersten","exp_1"
"400",3,25,5,9,"kalaca??ma","exp_1"
"401",3,25,5,10,"eminim.","exp_1"
"402",3,30,6,1,"Trafik","exp_1"
"403",3,30,6,2,"s?k???kl???n?","exp_1"
"404",3,30,6,3,"?nlemek","exp_1"
"405",3,30,6,4,"i?in","exp_1"
"406",3,30,6,5,"yeni","exp_1"
"407",3,30,6,6,"yol","exp_1"
"408",3,30,6,7,"yap?lmad?","exp_1"
"409",3,30,6,8,"bu","exp_1"
"410",3,30,6,9,"y?zden","exp_1"
"411",3,30,6,10,"trafikten","exp_1"
"412",3,30,6,11,"kurtulamad?k.","exp_1"
"413",3,20,4,1,"Yeme?in","exp_1"
"414",3,20,4,2,"i?ine","exp_1"
"415",3,20,4,3,"fazla","exp_1"
"416",3,20,4,4,"tuz","exp_1"
"417",3,20,4,5,"atm??t?","exp_1"
"418",3,20,4,6,"bu","exp_1"
"419",3,20,4,7,"sebeple","exp_1"
"420",3,20,4,8,"kimse","exp_1"
"421",3,20,4,9,"yeme?i","exp_1"
"422",3,20,4,10,"yiyemedi.","exp_1"
"423",3,17,3,1,"Da??n","exp_1"
"424",3,17,3,2,"yamac?n?","exp_1"
"425",3,17,3,3,"kar","exp_1"
"426",3,17,3,4,"kaplam??t?","exp_1"
"427",3,17,3,5,"bu","exp_1"
"428",3,17,3,6,"sebeple","exp_1"
"429",3,17,3,7,"?ok","exp_1"
"430",3,17,3,8,"g?zel","exp_1"
"431",3,17,3,9,"g?r?n?yordu.","exp_1"
"432",3,51,7,1,"?ocuklar","exp_1"
"433",3,51,7,2,"oyun","exp_1"
"434",3,51,7,3,"oynarken","exp_1"
"435",3,51,7,4,"zaman?n","exp_1"
"436",3,51,7,5,"nas?l","exp_1"
"437",3,51,7,6,"ge?ti?ini","exp_1"
"438",3,51,7,7,"hi?","exp_1"
"439",3,51,7,8,"anlamazlar","exp_1"
"440",3,51,7,9,"ve","exp_1"
"441",3,51,7,10,"bu","exp_1"
"442",3,51,7,11,"y?zden","exp_1"
"443",3,51,7,12,"eve","exp_1"
"444",3,51,7,13,"ge?","exp_1"
"445",3,51,7,14,"kal?rlar.","exp_1"
"446",3,49,5,1,"Piknikte","exp_1"
"447",3,49,5,2,"oynamak","exp_1"
"448",3,49,5,3,"i?in","exp_1"
"449",3,49,5,4,"yan?m?za","exp_1"
"450",3,49,5,5,"top","exp_1"
"451",3,49,5,6,"ald?k","exp_1"
"452",3,49,5,7,"ama","exp_1"
"453",3,49,5,8,"hi?","exp_1"
"454",3,49,5,9,"oynayamad?k.","exp_1"
"455",3,4,6,1,"?ok","exp_1"
"456",3,4,6,2,"yak?n","exp_1"
"457",3,4,6,3,"zamanda","exp_1"
"458",3,4,6,4,"bu","exp_1"
"459",3,4,6,5,"da?dan","exp_1"
"460",3,4,6,6,"???","exp_1"
"461",3,4,6,7,"d??t?","exp_1"
"462",3,4,6,8,"ve","exp_1"
"463",3,4,6,9,"bir","exp_1"
"464",3,4,6,10,"?ok","exp_1"
"465",3,4,6,11,"ki?i","exp_1"
"466",3,4,6,12,"yaraland?.","exp_1"
"467",3,21,3,1,"Yar?n","exp_1"
"468",3,21,3,2,"bah?eden","exp_1"
"469",3,21,3,3,"dut","exp_1"
"470",3,21,3,4,"toplayacaklar.","exp_1"
"471",3,68,8,1,"E?er","exp_1"
"472",3,68,8,2,"d?md?z","exp_1"
"473",3,68,8,3,"y?r?meye","exp_1"
"474",3,68,8,4,"devam","exp_1"
"475",3,68,8,5,"edersen","exp_1"
"476",3,68,8,6,"yolun","exp_1"
"477",3,68,8,7,"sonunda","exp_1"
"478",3,68,8,8,"onu","exp_1"
"479",3,68,8,9,"g?receksin.","exp_1"
"480",3,55,3,1,"?ama??r","exp_1"
"481",3,55,3,2,"ast???m","exp_1"
"482",3,55,3,3,"ipi","exp_1"
"483",3,55,3,4,"kopard?m","exp_1"
"484",3,55,3,5,"ve","exp_1"
"485",3,55,3,6,"b?t?n","exp_1"
"486",3,55,3,7,"?ama??rlar?m","exp_1"
"487",3,55,3,8,"soka?a","exp_1"
"488",3,55,3,9,"d?k?ld?.","exp_1"
"489",3,9,5,1,"Her","exp_1"
"490",3,9,5,2,"sabah","exp_1"
"491",3,9,5,3,"erken","exp_1"
"492",3,9,5,4,"saatlerde","exp_1"
"493",3,9,5,5,"ku?","exp_1"
"494",3,9,5,6,"?t?yordu","exp_1"
"495",3,9,5,7,"ve","exp_1"
"496",3,9,5,8,"onu","exp_1"
"497",3,9,5,9,"uyand?r?yordu.","exp_1"
"498",3,80,5,1,"Ya?l?","exp_1"
"499",3,80,5,2,"kad?n","exp_1"
"500",3,80,5,3,"bu","exp_1"
"501",3,80,5,4,"yoldan","exp_1"
"502",3,80,5,5,"hep","exp_1"
"503",3,80,5,6,"ge?er","exp_1"
"504",3,80,5,7,"ve","exp_1"
"505",3,80,5,8,"her","exp_1"
"506",3,80,5,9,"seferinde","exp_1"
"507",3,80,5,10,"tedirgin","exp_1"
"508",3,80,5,11,"olur.","exp_1"
"509",3,13,7,1,"Havalar","exp_1"
"510",3,13,7,2,"o","exp_1"
"511",3,13,7,3,"kadar","exp_1"
"512",3,13,7,4,"so?udu","exp_1"
"513",3,13,7,5,"ki","exp_1"
"514",3,13,7,6,"sonunda","exp_1"
"515",3,13,7,7,"kar","exp_1"
"516",3,13,7,8,"ya?d?","exp_1"
"517",3,13,7,9,"ve","exp_1"
"518",3,13,7,10,"her","exp_1"
"519",3,13,7,11,"yer","exp_1"
"520",3,13,7,12,"bembeyaz","exp_1"
"521",3,13,7,13,"oldu.","exp_1"
"522",3,64,7,1,"Yeme?ini","exp_1"
"523",3,64,7,2,"bitirdikten","exp_1"
"524",3,64,7,3,"sonra","exp_1"
"525",3,64,7,4,"garson","exp_1"
"526",3,64,7,5,"masay?","exp_1"
"527",3,64,7,6,"?ok","exp_1"
"528",3,64,7,7,"iyi","exp_1"
"529",3,64,7,8,"temizledi","exp_1"
"530",3,64,7,9,"bu","exp_1"
"531",3,64,7,10,"sebepten","exp_1"
"532",3,64,7,11,"fazla","exp_1"
"533",3,64,7,12,"bah?i?","exp_1"
"534",3,64,7,13,"verdik.","exp_1"
"535",3,11,8,1,"G?ne?","exp_1"
"536",3,11,8,2,"kremi","exp_1"
"537",3,11,8,3,"s?rmedi?i","exp_1"
"538",3,11,8,4,"zaman","exp_1"
"539",3,11,8,5,"y?z?nde","exp_1"
"540",3,11,8,6,"?ok","exp_1"
"541",3,11,8,7,"fazla","exp_1"
"542",3,11,8,8,"?il","exp_1"
"543",3,11,8,9,"??k?yordu","exp_1"
"544",3,11,8,10,"bu","exp_1"
"545",3,11,8,11,"sebeple","exp_1"
"546",3,11,8,12,"kapat?c?","exp_1"
"547",3,11,8,13,"kullan?yordu.","exp_1"
"548",3,59,5,1,"K?pe?im","exp_1"
"549",3,59,5,2,"i?in","exp_1"
"550",3,59,5,3,"ald???m","exp_1"
"551",3,59,5,4,"tasma","exp_1"
"552",3,59,5,5,"?ok","exp_1"
"553",3,59,5,6,"b?y?k","exp_1"
"554",3,59,5,7,"geldi","exp_1"
"555",3,59,5,8,"bu","exp_1"
"556",3,59,5,9,"y?zden","exp_1"
"557",3,59,5,10,"ben","exp_1"
"558",3,59,5,11,"de","exp_1"
"559",3,59,5,12,"onu","exp_1"
"560",3,59,5,13,"kom?uma","exp_1"
"561",3,59,5,14,"verdim.","exp_1"
"562",3,2,6,1,"Denemeden","exp_1"
"563",3,2,6,2,"ald???","exp_1"
"564",3,2,6,3,"b?t?n","exp_1"
"565",3,2,6,4,"elbiseler","exp_1"
"566",3,2,6,5,"ona","exp_1"
"567",3,2,6,6,"bol","exp_1"
"568",3,2,6,7,"gelmi?","exp_1"
"569",3,2,6,8,"ve","exp_1"
"570",3,2,6,9,"de?i?tirmek","exp_1"
"571",3,2,6,10,"durumunda","exp_1"
"572",3,2,6,11,"kalm??t?.","exp_1"
"573",3,3,5,1,"T?m","exp_1"
"574",3,3,5,2,"g?n","exp_1"
