"","sub","item","boundaryN","wordN","word","trial_type"
"575",3,3,5,3,"boyunca","exp_1"
"576",3,3,5,4,"sadece","exp_1"
"577",3,3,5,5,"nar","exp_1"
"578",3,3,5,6,"yedi","exp_1"
"579",3,3,5,7,"ve","exp_1"
"580",3,3,5,8,"a?l?ktan","exp_1"
"581",3,3,5,9,"bay?ld?.","exp_1"
"582",3,27,6,1,"K?z","exp_1"
"583",3,27,6,2,"arkada??m","exp_1"
"584",3,27,6,3,"bizim","exp_1"
"585",3,27,6,4,"eve","exp_1"
"586",3,27,6,5,"k?pe?i","exp_1"
"587",3,27,6,6,"ile","exp_1"
"588",3,27,6,7,"geldi","exp_1"
"589",3,27,6,8,"ama","exp_1"
"590",3,27,6,9,"ben","exp_1"
"591",3,27,6,10,"k?pe?inden","exp_1"
"592",3,27,6,11,"?ok","exp_1"
"593",3,27,6,12,"korktum.","exp_1"
"594",3,63,9,1,"Bu","exp_1"
"595",3,63,9,2,"y?l","exp_1"
"596",3,63,9,3,"ikimiz","exp_1"
"597",3,63,9,4,"de","exp_1"
"598",3,63,9,5,"mezun","exp_1"
"599",3,63,9,6,"oldu?umuz","exp_1"
"600",3,63,9,7,"i?in","exp_1"
"601",3,63,9,8,"tatile","exp_1"
"602",3,63,9,9,"k?z","exp_1"
"603",3,63,9,10,"karde?imle","exp_1"
"604",3,63,9,11,"beraber","exp_1"
"605",3,63,9,12,"gidece?iz.","exp_1"
"606",3,81,6,1,"Arkada??m?n","exp_1"
"607",3,81,6,2,"do?um","exp_1"
"608",3,81,6,3,"g?n?","exp_1"
"609",3,81,6,4,"partisine","exp_1"
"610",3,81,6,5,"kuzenin","exp_1"
"611",3,81,6,6,"ile","exp_1"
"612",3,81,6,7,"gelebilirsin","exp_1"
"613",3,81,6,8,"b?ylece","exp_1"
"614",3,81,6,9,"annen","exp_1"
"615",3,81,6,10,"hay?r","exp_1"
"616",3,81,6,11,"diyemez.","exp_1"
"617",3,71,5,1,"Marketten","exp_1"
"618",3,71,5,2,"ald???m","exp_1"
"619",3,71,5,3,"elma","exp_1"
"620",3,71,5,4,"pek","exp_1"
"621",3,71,5,5,"iyi","exp_1"
"622",3,71,5,6,"??kmad?","exp_1"
"623",3,71,5,7,"o","exp_1"
"624",3,71,5,8,"y?zden","exp_1"
"625",3,71,5,9,"yeni","exp_1"
"626",3,71,5,10,"elmalar","exp_1"
"627",3,71,5,11,"almaya","exp_1"
"628",3,71,5,12,"gidiyorum.","exp_1"
"629",3,33,7,1,"Bug?n","exp_1"
"630",3,33,7,2,"kendimi","exp_1"
"631",3,33,7,3,"hi?","exp_1"
"632",3,33,7,4,"iyi","exp_1"
"633",3,33,7,5,"hissetmedi?im","exp_1"
"634",3,33,7,6,"i?in","exp_1"
"635",3,33,7,7,"eve","exp_1"
"636",3,33,7,8,"erken","exp_1"
"637",3,33,7,9,"d?nece?im.","exp_1"
"638",3,75,6,1,"En","exp_1"
"639",3,75,6,2,"son","exp_1"
"640",3,75,6,3,"gitti?imiz","exp_1"
"641",3,75,6,4,"film","exp_1"
"642",3,75,6,5,"hepimizi","exp_1"
"643",3,75,6,6,"?ok","exp_1"
"644",3,75,6,7,"etkiledi","exp_1"
"645",3,75,6,8,"o","exp_1"
"646",3,75,6,9,"y?zden","exp_1"
"647",3,75,6,10,"b?t?n","exp_1"
"648",3,75,6,11,"arkada?lar?ma","exp_1"
"649",3,75,6,12,"tavsiye","exp_1"
"650",3,75,6,13,"ettim.","exp_1"
"651",3,6,6,1,"Eve","exp_1"
"652",3,6,6,2,"geldi?i","exp_1"
"653",3,6,6,3,"zaman","exp_1"
"654",3,6,6,4,"?st?","exp_1"
"655",3,6,6,5,"ba??","exp_1"
"656",3,6,6,6,"toz","exp_1"
"657",3,6,6,7,"olmu?tu","exp_1"
"658",3,6,6,8,"bu","exp_1"
"659",3,6,6,9,"sebeple","exp_1"
"660",3,6,6,10,"du?a","exp_1"
"661",3,6,6,11,"girdi.","exp_1"
"662",3,54,7,1,"Ak?am","exp_1"
"663",3,54,7,2,"i?in","exp_1"
"664",3,54,7,3,"haz?rlanmaya","exp_1"
"665",3,54,7,4,"ba?lamadan","exp_1"
"666",3,54,7,5,"?nce","exp_1"
"667",3,54,7,6,"?ok","exp_1"
"668",3,54,7,7,"?t?","exp_1"
"669",3,54,7,8,"yapt?m","exp_1"
"670",3,54,7,9,"ama","exp_1"
"671",3,54,7,10,"yine","exp_1"
"672",3,54,7,11,"de","exp_1"
"673",3,54,7,12,"?t?lemem","exp_1"
"674",3,54,7,13,"gerekenleri","exp_1"
"675",3,54,7,14,"bitiremedim.","exp_1"
"676",3,67,6,1,"Yar?n","exp_1"
"677",3,67,6,2,"ilk","exp_1"
"678",3,67,6,3,"u?akla","exp_1"
"679",3,67,6,4,"yan?na","exp_1"
"680",3,67,6,5,"gelirdim","exp_1"
"681",3,67,6,6,"ama","exp_1"
"682",3,67,6,7,"bilet","exp_1"
"683",3,67,6,8,"fiyatlar?","exp_1"
"684",3,67,6,9,"?ok","exp_1"
"685",3,67,6,10,"artm??.","exp_1"
"686",3,42,5,1,"K??","exp_1"
"687",3,42,5,2,"uykusuna","exp_1"
"688",3,42,5,3,"yatm??","exp_1"
"689",3,42,5,4,"bir","exp_1"
"690",3,42,5,5,"ay?","exp_1"
"691",3,42,5,6,"kadar","exp_1"
"692",3,42,5,7,"derin","exp_1"
"693",3,42,5,8,"uyurdu.","exp_1"
"694",3,62,4,1,"D?n","exp_1"
"695",3,62,4,2,"ma?azada","exp_1"
"696",3,62,4,3,"be?endi?im","exp_1"
"697",3,62,4,4,"kot","exp_1"
"698",3,62,4,5,"sat?lm??t?","exp_1"
"699",3,62,4,6,"ve","exp_1"
"700",3,62,4,7,"ba?ka","exp_1"
"701",3,62,4,8,"kalmam??t?.","exp_1"
"702",3,35,6,1,"?dev","exp_1"
"703",3,35,6,2,"yapmak","exp_1"
"704",3,35,6,3,"i?in","exp_1"
"705",3,35,6,4,"ald???m","exp_1"
"706",3,35,6,5,"kitaplar?","exp_1"
"707",3,35,6,6,"eve","exp_1"
"708",3,35,6,7,"getirdim","exp_1"
"709",3,35,6,8,"ama","exp_1"
"710",3,35,6,9,"?deve","exp_1"
"711",3,35,6,10,"ba?layamad?m.","exp_1"
"712",3,78,5,1,"D?n","exp_1"
"713",3,78,5,2,"k?z","exp_1"
"714",3,78,5,3,"arkada??m","exp_1"
"715",3,78,5,4,"ge?irdi?im","exp_1"
"716",3,78,5,5,"g?n","exp_1"
"717",3,78,5,6,"paha","exp_1"
"718",3,78,5,7,"bi?ilemezdi.","exp_1"
"719",3,36,7,1,"??","exp_1"
"720",3,36,7,2,"yerindeki","exp_1"
"721",3,36,7,3,"sat??lar?m?z","exp_1"
"722",3,36,7,4,"??","exp_1"
"723",3,36,7,5,"ay","exp_1"
"724",3,36,7,6,"i?inde","exp_1"
"725",3,36,7,7,"?ok","exp_1"
"726",3,36,7,8,"artt???","exp_1"
"727",3,36,7,9,"i?in","exp_1"
"728",3,36,7,10,"patron","exp_1"
"729",3,36,7,11,"hepimize","exp_1"
"730",3,36,7,12,"zam","exp_1"
"731",3,36,7,13,"yapt?.","exp_1"
"732",3,32,4,1,"Kahvalt?da","exp_1"
"733",3,32,4,2,"her","exp_1"
"734",3,32,4,3,"zaman","exp_1"
"735",3,32,4,4,"s?t","exp_1"
"736",3,32,4,5,"i?erim","exp_1"
"737",3,32,4,6,"ama","exp_1"
"738",3,32,4,7,"bug?n","exp_1"
"739",3,32,4,8,"evde","exp_1"
"740",3,32,4,9,"s?t","exp_1"
"741",3,32,4,10,"kalmam??.","exp_1"
"742",3,46,4,1,"Bu","exp_1"
"743",3,46,4,2,"k??","exp_1"
"744",3,46,4,3,"hava","exp_1"
"745",3,46,4,4,"?ok","exp_1"
"746",3,46,4,5,"so?uk","exp_1"
"747",3,46,4,6,"oldu?u","exp_1"
"748",3,46,4,7,"i?in","exp_1"
"749",3,46,4,8,"sokaktaki","exp_1"
"750",3,46,4,9,"hayvanlara","exp_1"
"751",3,46,4,10,"?ok","exp_1"
"752",3,46,4,11,"?z?l?yorum.","exp_1"
"753",3,70,6,1,"E?er","exp_1"
"754",3,70,6,2,"bu","exp_1"
"755",3,70,6,3,"yar???","exp_1"
"756",3,70,6,4,"kazanmak","exp_1"
"757",3,70,6,5,"istiyorsan","exp_1"
"758",3,70,6,6,"iyi","exp_1"
"759",3,70,6,7,"oynamal?s?n","exp_1"
"760",3,70,6,8,"yoksa","exp_1"
"761",3,70,6,9,"kaybedebilirsin.","exp_1"
"762",3,79,7,1,"Erkek","exp_1"
"763",3,79,7,2,"arkada??ma","exp_1"
"764",3,79,7,3,"do?um","exp_1"
"765",3,79,7,4,"g?n?nde","exp_1"
"766",3,79,7,5,"babamdan","exp_1"
"767",3,79,7,6,"kalma","exp_1"
"768",3,79,7,7,"kol","exp_1"
"769",3,79,7,8,"d??meleri","exp_1"
"770",3,79,7,9,"hediye","exp_1"
"771",3,79,7,10,"ettim.","exp_1"
"772",3,14,5,1,"K??","exp_1"
"773",3,14,5,2,"mevsiminin","exp_1"
"774",3,14,5,3,"vazge?ilmez","exp_1"
"775",3,14,5,4,"sembol?","exp_1"
"776",3,14,5,5,"?am","exp_1"
"777",3,14,5,6,"a?a?lar?d?r","exp_1"
"778",3,14,5,7,"ama","exp_1"
"779",3,14,5,8,"de?eri","exp_1"
"780",3,14,5,9,"insanlar","exp_1"
"781",3,14,5,10,"taraf?ndan","exp_1"
"782",3,14,5,11,"bilinmiyor.","exp_1"
"783",3,66,6,1,"Evimizin","exp_1"
"784",3,66,6,2,"kar??s?nda","exp_1"
"785",3,66,6,3,"duran","exp_1"
"786",3,66,6,4,"polisler","exp_1"
"787",3,66,6,5,"bug?n","exp_1"
"788",3,66,6,6,"hi?","exp_1"
"789",3,66,6,7,"gitmeyecekler","exp_1"
"790",3,66,6,8,"o","exp_1"
"791",3,66,6,9,"y?zden","exp_1"
"792",3,66,6,10,"evden","exp_1"
"793",3,66,6,11,"??kam?yoruz.","exp_1"
"794",3,1,6,1,"Her","exp_1"
"795",3,1,6,2,"gece","exp_1"
"796",3,1,6,3,"yata?a","exp_1"
"797",3,1,6,4,"oyuncak","exp_1"
"798",3,1,6,5,"ay?s?","exp_1"
"799",3,1,6,6,"ile","exp_1"
"800",3,1,6,7,"giriyor","exp_1"
"801",3,1,6,8,"ve","exp_1"
"802",3,1,6,9,"onunla","exp_1"
"803",3,1,6,10,"uyuyordu.","exp_1"
"804",3,24,7,1,"E?er","exp_1"
"805",3,24,7,2,"ma?aran?n","exp_1"
"806",3,24,7,3,"i?ine","exp_1"
"807",3,24,7,4,"do?ru","exp_1"
"808",3,24,7,5,"ba??r?rsan","exp_1"
"809",3,24,7,6,"sesin","exp_1"
"810",3,24,7,7,"eko","exp_1"
"811",3,24,7,8,"yapar.","exp_1"
"812",3,77,5,1,"Do?um","exp_1"
"813",3,77,5,2,"g?n?mde","exp_1"
"814",3,77,5,3,"giymek","exp_1"
"815",3,77,5,4,"i?in","exp_1"
"816",3,77,5,5,"gri","exp_1"
"817",3,77,5,6,"rengi","exp_1"
"818",3,77,5,7,"elbise","exp_1"
"819",3,77,5,8,"ald?m.","exp_1"
"820",3,56,7,1,"Arkada??m?","exp_1"
"821",3,56,7,2,"kap?n?n","exp_1"
"822",3,56,7,3,"?n?ndeki","exp_1"
"823",3,56,7,4,"kediyi","exp_1"
"824",3,56,7,5,"severken","exp_1"
"825",3,56,7,6,"bir?ok","exp_1"
"826",3,56,7,7,"kez","exp_1"
"827",3,56,7,8,"g?rd?m","exp_1"
"828",3,56,7,9,"bu","exp_1"
"829",3,56,7,10,"sebepten","exp_1"
"830",3,56,7,11,"kedinin","exp_1"
"831",3,56,7,12,"onun","exp_1"
"832",3,56,7,13,"oldu?unu","exp_1"
"833",3,56,7,14,"d???nm??t?m.","exp_1"
"834",3,41,4,1,"Spordan","exp_1"
"835",3,41,4,2,"??kt???","exp_1"
"836",3,41,4,3,"i?in","exp_1"
"837",3,41,4,4,"ter","exp_1"
"838",3,41,4,5,"kokuyodu","exp_1"
"839",3,41,4,6,"ve","exp_1"
"840",3,41,4,7,"du?","exp_1"
"841",3,41,4,8,"almaya","exp_1"
"842",3,41,4,9,"??enmi?ti.","exp_1"
"843",3,39,4,1,"Onun","exp_1"
"844",3,39,4,2,"ya?ad???","exp_1"
"845",3,39,4,3,"b?lgede","exp_1"
"846",3,39,4,4,"kar","exp_1"
"847",3,39,4,5,"ya?m?yordu","exp_1"
"848",3,39,4,6,"ve","exp_1"
"849",3,39,4,7,"o","exp_1"
"850",3,39,4,8,"bu","exp_1"
"851",3,39,4,9,"duruma","exp_1"
"852",3,39,4,10,"?ok","exp_1"
"853",3,39,4,11,"?z?l?yordu.","exp_1"
"854",3,37,4,1,"Osmanl?","exp_1"
"855",3,37,4,2,"d?neminde","exp_1"
"856",3,37,4,3,"erkekler","exp_1"
"857",3,37,4,4,"fes","exp_1"
"858",3,37,4,5,"giyerdi.","exp_1"
"859",3,18,5,1,"Kahve","exp_1"
"860",3,18,5,2,"i?tikten","exp_1"
"861",3,18,5,3,"sonra","exp_1"
"862",3,18,5,4,"herkese","exp_1"
"863",3,18,5,5,"fal","exp_1"
"864",3,18,5,6,"bakard?","exp_1"
"865",3,18,5,7,"ve","exp_1"
"866",3,18,5,8,"dedi?i","exp_1"
"867",3,18,5,9,"her","exp_1"
"868",3,18,5,10,"?ey","exp_1"
"869",3,18,5,11,"??kard?.","exp_1"
"870",3,43,7,1,"K???k","exp_1"
"871",3,43,7,2,"k?z","exp_1"
"872",3,43,7,3,"bu","exp_1"
"873",3,43,7,4,"b?y?k","exp_1"
"874",3,43,7,5,"ta?lar?","exp_1"
"875",3,43,7,6,"?ok","exp_1"
"876",3,43,7,7,"zor","exp_1"
"877",3,43,7,8,"ta??d?","exp_1"
"878",3,43,7,9,"??nk?","exp_1"
"879",3,43,7,10,"boyuna","exp_1"
"880",3,43,7,11,"g?re","exp_1"
"881",3,43,7,12,"a??rlard?.","exp_1"
"882",3,109,7,1,"Erkek","exp_2"
"883",3,109,7,2,"arkada??m","exp_2"
"884",3,109,7,3,"ile","exp_2"
"885",3,109,7,4,"tatile","exp_2"
"886",3,109,7,5,"gidece?imiz","exp_2"
"887",3,109,7,6,"i?in","exp_2"
"888",3,109,7,7,"?ok","exp_2"
"889",3,109,7,8,"heyecanl?y?m","exp_2"
"890",3,109,7,9,"diye","exp_2"
"891",3,109,7,10,"d???n?rken","exp_2"
"892",3,109,7,11,"erkek","exp_2"
"893",3,109,7,12,"arkada??m","exp_2"
"894",3,109,7,13,"tatili","exp_2"
"895",3,109,7,14,"iptal","exp_2"
"896",3,109,7,15,"etti.","exp_2"
"897",3,98,7,1,"Yar?n","exp_2"
"898",3,98,7,2,"gidece?im","exp_2"
"899",3,98,7,3,"davete","exp_2"
"900",3,98,7,4,"haz?rlanmaya","exp_2"
"901",3,98,7,5,"ba?lamadan","exp_2"
"902",3,98,7,6,"?nce","exp_2"
"903",3,98,7,7,"?t?","exp_2"
"904",3,98,7,8,"yapmal?y?m","exp_2"
"905",3,98,7,9,"ama","exp_2"
"906",3,98,7,10,"?ok","exp_2"
"907",3,98,7,11,"??eniyorum.","exp_2"
"908",3,160,5,1,"Eve","exp_2"
"909",3,160,5,2,"gelmeden","exp_2"
"910",3,160,5,3,"?nce","exp_2"
"911",3,160,5,4,"son","exp_2"
"912",3,160,5,5,"kez","exp_2"
"913",3,160,5,6,"foto?raf","exp_2"
"914",3,160,5,7,"?ektik","exp_2"
"915",3,160,5,8,"ama","exp_2"
"916",3,160,5,9,"karanl?k","exp_2"
"917",3,160,5,10,"oldu?u","exp_2"
"918",3,160,5,11,"i?in","exp_2"
"919",3,160,5,12,"foto?rafta","exp_2"
"920",3,160,5,13,"??kmam???z.","exp_2"
"921",3,131,6,1,"Doktor","exp_2"
"922",3,131,6,2,"grip","exp_2"
"923",3,131,6,3,"oldu?um","exp_2"
"924",3,131,6,4,"i?in","exp_2"
"925",3,131,6,5,"bana","exp_2"
"926",3,131,6,6,"hap","exp_2"
"927",3,131,6,7,"verdi","exp_2"
"928",3,131,6,8,"ve","exp_2"
"929",3,131,6,9,"kimseyle","exp_2"
"930",3,131,6,10,"g?r??mememi","exp_2"
"931",3,131,6,11,"s?yledi.","exp_2"
"932",3,126,5,1,"Balkona","exp_2"
"933",3,126,5,2,"ast???m","exp_2"
"934",3,126,5,3,"?ama??rlar","exp_2"
"935",3,126,5,4,"so?uktan","exp_2"
"936",3,126,5,5,"buz","exp_2"
"937",3,126,5,6,"gibi","exp_2"
"938",3,126,5,7,"olmu?","exp_2"
"939",3,126,5,8,"o","exp_2"
"940",3,126,5,9,"sebepten","exp_2"
"941",3,126,5,10,"art?k","exp_2"
"942",3,126,5,11,"d??ar?ya","exp_2"
"943",3,126,5,12,"asm?yorum.","exp_2"
"944",3,150,5,1,"Bu","exp_2"
"945",3,150,5,2,"yoldaki","exp_2"
"946",3,150,5,3,"merdivenlerde","exp_2"
"947",3,150,5,4,"iki","exp_2"
"948",3,150,5,5,"kez","exp_2"
"949",3,150,5,6,"d??t?m","exp_2"
"950",3,150,5,7,"bu","exp_2"
"951",3,150,5,8,"y?zden","exp_2"
"952",3,150,5,9,"her","exp_2"
"953",3,150,5,10,"seferinde","exp_2"
"954",3,150,5,11,"dikkatli","exp_2"
"955",3,150,5,12,"iniyorum.","exp_2"
"956",3,134,7,1,"?ngiltere'ye","exp_2"
"957",3,134,7,2,"gelen","exp_2"
"958",3,134,7,3,"annem","exp_2"
"959",3,134,7,4,"ve","exp_2"
"960",3,134,7,5,"babam?","exp_2"
"961",3,134,7,6,"kar??daki","exp_2"
"962",3,134,7,7,"eve","exp_2"
"963",3,134,7,8,"yerle?tirdim","exp_2"
"964",3,134,7,9,"ama","exp_2"
"965",3,134,7,10,"yine","exp_2"
"966",3,134,7,11,"de","exp_2"
"967",3,134,7,12,"benimle","exp_2"
"968",3,134,7,13,"kalmak","exp_2"
"969",3,134,7,14,"istediler.","exp_2"
"970",3,82,6,1,"Her","exp_2"
"971",3,82,6,2,"g?n","exp_2"
"972",3,82,6,3,"okula","exp_2"
"973",3,82,6,4,"gitmeden","exp_2"
"974",3,82,6,5,"mutlaka","exp_2"
"975",3,82,6,6,"s?t","exp_2"
"976",3,82,6,7,"i?er","exp_2"
"977",3,82,6,8,"ve","exp_2"
"978",3,82,6,9,"d?zenli","exp_2"
"979",3,82,6,10,"olarak","exp_2"
"980",3,82,6,11,"spor","exp_2"
"981",3,82,6,12,"yapar.","exp_2"
"982",3,85,6,1,"?ki","exp_2"
"983",3,85,6,2,"saatlik","exp_2"
"984",3,85,6,3,"ko?udan","exp_2"
"985",3,85,6,4,"sonra","exp_2"
"986",3,85,6,5,"kendini","exp_2"
"987",3,85,6,6,"iyi","exp_2"
"988",3,85,6,7,"hissediyordu","exp_2"
"989",3,85,6,8,"ama","exp_2"
"990",3,85,6,9,"biz","exp_2"
"991",3,85,6,10,"?ok","exp_2"
"992",3,85,6,11,"yorulmu?tuk.","exp_2"
"993",3,93,4,1,"Formlar?","exp_2"
"994",3,93,4,2,"imzalamadan","exp_2"
"995",3,93,4,3,"?nce","exp_2"
"996",3,93,4,4,"hep","exp_2"
"997",3,93,4,5,"okumal?s?n","exp_2"
"998",3,93,4,6,"ki","exp_2"
"999",3,93,4,7,"bir","exp_2"
"1000",3,93,4,8,"?eyi","exp_2"
"1001",3,93,4,9,"g?zden","exp_2"
"1002",3,93,4,10,"ka??rma.","exp_2"
"1003",3,128,6,1,"Yar?n","exp_2"
"1004",3,128,6,2,"ak?am","exp_2"
"1005",3,128,6,3,"arkada?lar?mla","exp_2"
"1006",3,128,6,4,"uzun","exp_2"
"1007",3,128,6,5,"zamand?r","exp_2"
"1008",3,128,6,6,"?ok","exp_2"
"1009",3,128,6,7,"gitmek","exp_2"
"1010",3,128,6,8,"istedi?imiz","exp_2"
"1011",3,128,6,9,"restorana","exp_2"
"1012",3,128,6,10,"gidece?iz.","exp_2"
"1013",3,127,5,1,"Evdeki","exp_2"
"1014",3,127,5,2,"eski","exp_2"
"1015",3,127,5,3,"elektrik","exp_2"
"1016",3,127,5,4,"s?p?rgesinin","exp_2"
"1017",3,127,5,5,"ucu","exp_2"
"1018",3,127,5,6,"bozulmu?","exp_2"
"1019",3,127,5,7,"ama","exp_2"
"1020",3,127,5,8,"yine","exp_2"
"1021",3,127,5,9,"de","exp_2"
"1022",3,127,5,10,"temizliyor.","exp_2"
"1023",3,139,6,1,"Do?um","exp_2"
"1024",3,139,6,2,"g?n?n?","exp_2"
"1025",3,139,6,3,"unuttu?um","exp_2"
"1026",3,139,6,4,"i?in","exp_2"
"1027",3,139,6,5,"ablam","exp_2"
"1028",3,139,6,6,"?ok","exp_2"
"1029",3,139,6,7,"k?zd?","exp_2"
"1030",3,139,6,8,"ama","exp_2"
"1031",3,139,6,9,"hediyesini","exp_2"
"1032",3,139,6,10,"g?r?nce","exp_2"
"1033",3,139,6,11,"sakinle?ti.","exp_2"
"1034",3,95,5,1,"Basketbol","exp_2"
"1035",3,95,5,2,"ma??","exp_2"
"1036",3,95,5,3,"izlerken","exp_2"
"1037",3,95,5,4,"aniden","exp_2"
"1038",3,95,5,5,"zil","exp_2"
"1039",3,95,5,6,"?ald?","exp_2"
"1040",3,95,5,7,"ve","exp_2"
"1041",3,95,5,8,"ma?","exp_2"
"1042",3,95,5,9,"yar?da","exp_2"
"1043",3,95,5,10,"b?l?nd?.","exp_2"
"1044",3,135,6,1,"K?z","exp_2"
"1045",3,135,6,2,"karde?im","exp_2"
"1046",3,135,6,3,"salataya","exp_2"
"1047",3,135,6,4,"?ok","exp_2"
"1048",3,135,6,5,"fazla","exp_2"
"1049",3,135,6,6,"tuz","exp_2"
"1050",3,135,6,7,"koymu?","exp_2"
"1051",3,135,6,8,"o","exp_2"
"1052",3,135,6,9,"y?zden","exp_2"
"1053",3,135,6,10,"yiyemedik.","exp_2"
"1054",3,88,5,1,"Tatilde","exp_2"
"1055",3,88,5,2,"ailecek","exp_2"
"1056",3,88,5,3,"tekne","exp_2"
"1057",3,88,5,4,"kiralay?p","exp_2"
"1058",3,88,5,5,"ada","exp_2"
"1059",3,88,5,6,"turuna","exp_2"
"1060",3,88,5,7,"??kt?k","exp_2"
"1061",3,88,5,8,"ve","exp_2"
"1062",3,88,5,9,"?ok","exp_2"
"1063",3,88,5,10,"e?lendik.","exp_2"
"1064",3,123,6,1,"En","exp_2"
"1065",3,123,6,2,"sevdi?im","exp_2"
"1066",3,123,6,3,"arkada??m","exp_2"
"1067",3,123,6,4,"bug?n","exp_2"
"1068",3,123,6,5,"bizim","exp_2"
"1069",3,123,6,6,"eve","exp_2"
"1070",3,123,6,7,"geldi","exp_2"
"1071",3,123,6,8,"ve","exp_2"
"1072",3,123,6,9,"annemin","exp_2"
"1073",3,123,6,10,"yemeklerine","exp_2"
"1074",3,123,6,11,"bay?ld?.","exp_2"
"1075",3,149,6,1,"Kapadokya'ya","exp_2"
"1076",3,149,6,2,"t?m","exp_2"
"1077",3,149,6,3,"aile","exp_2"
"1078",3,149,6,4,"Kas?m","exp_2"
"1079",3,149,6,5,"ay?n?n","exp_2"
"1080",3,149,6,6,"ilk","exp_2"
"1081",3,149,6,7,"haftas?","exp_2"
"1082",3,149,6,8,"gidece?iz","exp_2"
"1083",3,149,6,9,"ve","exp_2"
"1084",3,149,6,10,"sizin","exp_2"
"1085",3,149,6,11,"de","exp_2"
"1086",3,149,6,12,"gelmenizi","exp_2"
"1087",3,149,6,13,"?ok","exp_2"
"1088",3,149,6,14,"istiyoruz.","exp_2"
"1089",3,156,5,1,"Babam","exp_2"
"1090",3,156,5,2,"hayvanat","exp_2"
"1091",3,156,5,3,"bah?esinde","exp_2"
"1092",3,156,5,4,"hayvanlara","exp_2"
"1093",3,156,5,5,"yem","exp_2"
"1094",3,156,5,6,"vermemi","exp_2"
"1095",3,156,5,7,"istedi","exp_2"
"1096",3,156,5,8,"ama","exp_2"
"1097",3,156,5,9,"hayvanlara","exp_2"
"1098",3,156,5,10,"yem","exp_2"
"1099",3,156,5,11,"vermeyi","exp_2"
"1100",3,156,5,12,"yasaklam??lar.","exp_2"
"1101",3,122,8,1,"E?er","exp_2"
"1102",3,122,8,2,"bu","exp_2"
"1103",3,122,8,3,"?d?l?","exp_2"
"1104",3,122,8,4,"kazanmak","exp_2"
"1105",3,122,8,5,"istiyorsan","exp_2"
"1106",3,122,8,6,"bunun","exp_2"
"1107",3,122,8,7,"i?in","exp_2"
"1108",3,122,8,8,"?ok","exp_2"
"1109",3,122,8,9,"?al??mal?s?n","exp_2"
"1110",3,122,8,10,"ve","exp_2"
"1111",3,122,8,11,"tembellik","exp_2"
"1112",3,122,8,12,"etmemelisin.","exp_2"
"1113",3,99,6,1,"?ok","exp_2"
"1114",3,99,6,2,"hasta","exp_2"
"1115",3,99,6,3,"oldu?um","exp_2"
"1116",3,99,6,4,"i?in","exp_2"
"1117",3,99,6,5,"okula","exp_2"
"1118",3,99,6,6,"zor","exp_2"
"1119",3,99,6,7,"gittim","exp_2"
"1120",3,99,6,8,"ve","exp_2"
"1121",3,99,6,9,"derslere","exp_2"
"1122",3,99,6,10,"odaklanamad?m.","exp_2"
"1123",3,103,4,1,"Yar?n","exp_2"
"1124",3,103,4,2,"arkada??mla","exp_2"
"1125",3,103,4,3,"birlikte","exp_2"
"1126",3,103,4,4,"kek","exp_2"
"1127",3,103,4,5,"yapaca??m?z","exp_2"
"1128",3,103,4,6,"i?in","exp_2"
"1129",3,103,4,7,"?ok","exp_2"
"1130",3,103,4,8,"heyecanland?m.","exp_2"
"1131",3,144,11,1,"Milli","exp_2"
"1132",3,144,11,2,"ma?ta","exp_2"
"1133",3,144,11,3,"bizim","exp_2"
